1,1
2,1
3,1
4,0
5,2
6,0
7,0
8,0
9,1
10,2
11,1
12,0
13,2
14,0
15,0
16,0
17,1
18,2
19,1
20,1
21,0
22,2
23,0
24,0
25,0
26,1
27,2
28,0
29,1
30,1
31,1
32,0
33,0
34,2
35,0
36,2
37,0
38,1
39,1
40,2
41,0
42,0
43,1
44,2
45,0
46,1
47,0
48,0
49,0
50,1
51,2
52,1
53,1
54,1
55,0
56,2
57,0
58,1
59,1
60,1
61,0
62,2
63,0
64,0
65,0
66,1
67,2
68,1
69,1
70,1
71,0
72,2
73,0
74,0
75,0
76,1
77,2
78,1
79,1
80,1
81,0
82,2
83,0
84,0
85,0
86,1
87,1
88,0
89,2
90,0
91,0
92,0
93,1
94,2
