,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,5566.0,17065.0,14676.0,7652.0,10238.0,24123.0,12444.0,5684.0,5541.0,3324.0,3063.0,3033.0,3284.0,3628.0,3088.0,3735.0,958.0,19135.0,10192.0,3375.0,3014.0,14614.0,14682.0,14587.0,3052.0,7802.0,12497.0,5546.0,598.0,5435.0,7745.0,14755.0,5495.0,5283.0,2990.0,3044.0,5389.0,8164.0,8001.0,963.0,7609.0,5449.0,12320.0,5363.0,7423.0,1161.0,3276.0,19280.0,3539.0,1241.0,116799.0
G_1,5566.0,0.0,12421.0,9877.0,12476.0,5624.0,19387.0,7657.0,10042.0,10080.0,3236.0,3548.0,3215.0,7814.0,3299.0,8038.0,3555.0,5546.0,14454.0,5518.0,2999.0,7828.0,19226.0,9848.0,19398.0,7698.0,12415.0,7948.0,945.0,5539.0,974.0,3300.0,10258.0,744.0,985.0,7948.0,3003.0,10125.0,3505.0,3350.0,5381.0,12429.0,10074.0,8005.0,9966.0,3207.0,5432.0,3104.0,23989.0,3217.0,5681.0,121595.0
G_2,17065.0,12421.0,0.0,3130.0,24034.0,7829.0,7927.0,5623.0,21564.0,21590.0,14794.0,14812.0,14893.0,19364.0,14683.0,19401.0,14919.0,17134.0,3307.0,7854.0,14658.0,19289.0,30985.0,3213.0,30888.0,19298.0,24148.0,5717.0,12558.0,16996.0,12537.0,10242.0,3419.0,12366.0,12457.0,19405.0,14612.0,21726.0,10276.0,10332.0,17116.0,23913.0,21722.0,5790.0,21633.0,10084.0,17067.0,14759.0,35587.0,14697.0,17034.0,133116.0
G_3,14676.0,9877.0,3130.0,0.0,21656.0,5516.0,10237.0,3050.0,19231.0,19193.0,12272.0,12479.0,12356.0,16884.0,12368.0,17092.0,12404.0,14713.0,5339.0,5329.0,12085.0,16930.0,28462.0,732.0,28604.0,16780.0,21715.0,3209.0,9943.0,14613.0,10049.0,7791.0,978.0,9892.0,9984.0,17023.0,12213.0,19225.0,7814.0,7898.0,14668.0,21601.0,19235.0,3359.0,19265.0,7707.0,14552.0,12299.0,33247.0,12334.0,14673.0,130843.0
G_4,7652.0,12476.0,24034.0,21656.0,0.0,17179.0,31234.0,19416.0,3382.0,3548.0,10054.0,10069.0,9915.0,5646.0,10497.0,5702.0,10728.0,8034.0,26155.0,17191.0,10273.0,5220.0,7613.0,21680.0,7311.0,5409.0,893.0,19610.0,12444.0,7777.0,12320.0,14818.0,21900.0,12315.0,12399.0,5317.0,9965.0,3106.0,15112.0,15209.0,7757.0,496.0,3260.0,19521.0,3027.0,14472.0,8137.0,10022.0,12016.0,10222.0,8077.0,109579.0
G_5,10238.0,5624.0,7829.0,5516.0,17179.0,0.0,14890.0,3357.0,14726.0,14896.0,7990.0,7886.0,8097.0,12562.0,8127.0,12628.0,8036.0,10335.0,10121.0,1123.0,7900.0,12387.0,24165.0,5524.0,23999.0,12339.0,17157.0,3526.0,5885.0,10152.0,5715.0,3511.0,5713.0,5748.0,5587.0,12565.0,7937.0,14976.0,3389.0,3555.0,10199.0,17160.0,14900.0,3514.0,14871.0,3208.0,10239.0,7936.0,28743.0,7894.0,10227.0,126319.0
G_6,24123.0,19387.0,7927.0,10237.0,31234.0,14890.0,0.0,12616.0,28606.0,28615.0,21819.0,21929.0,21795.0,26380.0,21650.0,26532.0,21927.0,23967.0,5622.0,14857.0,21611.0,26483.0,37795.0,10112.0,38079.0,26418.0,31023.0,12638.0,19467.0,24076.0,19503.0,17225.0,10330.0,19439.0,19527.0,26565.0,21743.0,28666.0,17366.0,17253.0,24015.0,31217.0,28646.0,12728.0,28689.0,17245.0,24166.0,21780.0,42708.0,21810.0,24071.0,140203.0
G_7,12444.0,7657.0,5623.0,3050.0,19416.0,3357.0,12616.0,0.0,17045.0,17036.0,10172.0,10308.0,10117.0,14695.0,10156.0,14853.0,10106.0,12468.0,7640.0,3269.0,9951.0,14725.0,26263.0,3065.0,26359.0,14684.0,19446.0,1119.0,7835.0,12392.0,7911.0,5561.0,3361.0,7723.0,7834.0,14799.0,9972.0,17079.0,5742.0,5712.0,12470.0,19388.0,17004.0,1149.0,16952.0,5508.0,12447.0,10097.0,30994.0,10217.0,12509.0,128597.0
G_8,5684.0,10042.0,21564.0,19231.0,3382.0,14726.0,28606.0,17045.0,0.0,1082.0,7821.0,8136.0,7829.0,3339.0,7984.0,3708.0,8245.0,5774.0,23935.0,14846.0,7758.0,3270.0,10173.0,19195.0,10227.0,3286.0,3357.0,17155.0,10256.0,5636.0,10112.0,12546.0,19615.0,10006.0,10241.0,3466.0,7673.0,1162.0,12705.0,12645.0,5449.0,3398.0,1128.0,17337.0,1087.0,12369.0,5779.0,7784.0,14828.0,7783.0,5753.0,112438.0
G_9,5541.0,10080.0,21590.0,19193.0,3548.0,14896.0,28615.0,17036.0,1082.0,0.0,7806.0,8087.0,7803.0,3313.0,7931.0,3659.0,8216.0,5594.0,23842.0,14826.0,7593.0,3370.0,10148.0,19102.0,10449.0,3248.0,3481.0,17227.0,10098.0,5619.0,10116.0,12431.0,19507.0,10024.0,10115.0,3576.0,7600.0,1126.0,12778.0,12780.0,5497.0,3440.0,952.0,17242.0,976.0,12253.0,5725.0,7792.0,15080.0,7848.0,5663.0,112711.0
