Precision,Recall,F1-score,SDTED
0.9259259259259259,1.0,0.9615384615384615,0.7529215358931552
0.9615384615384616,1.0,0.9803921568627451,0.7103505843071787
1.0,0.96,0.9795918367346939,0.6886477462437396
0.9130434782608695,0.84,0.8749999999999999,0.7787979966611018
1.0,0.92,0.9583333333333334,0.7529215358931552
0.92,0.92,0.92,0.6485809682804675
0.96,0.96,0.96,0.651085141903172
0.9259259259259259,1.0,0.9615384615384615,0.7328881469115192
0.96,0.96,0.96,0.7395659432387311
0.96,0.96,0.96,0.7679465776293823
0.9259259259259259,1.0,0.9615384615384615,0.7262103505843072
0.9166666666666666,0.88,0.8979591836734694,0.681135225375626
0.96,0.96,0.96,0.7178631051752922
0.92,0.92,0.92,0.8155258764607679
0.9230769230769231,0.96,0.9411764705882353,0.7854757929883138
0.9583333333333334,0.92,0.9387755102040817,0.66110183639399
0.9583333333333334,0.92,0.9387755102040817,0.7429048414023371
0.92,0.92,0.92,0.7278797996661102
0.8928571428571429,1.0,0.9433962264150945,0.7153589315525877
0.9615384615384616,1.0,0.9803921568627451,0.7404006677796326
0.9545454545454546,0.84,0.8936170212765958,0.7095158597662772
0.92,0.92,0.92,0.7420701168614356
0.8928571428571429,1.0,0.9433962264150945,0.6427378964941569
0.96,0.96,0.96,0.8196994991652755
0.9583333333333334,0.92,0.9387755102040817,0.7362270450751252
0.9259259259259259,1.0,0.9615384615384615,0.7979966611018364
0.96,0.96,0.96,0.7420701168614356
0.9230769230769231,0.96,0.9411764705882353,0.7161936560934892
1.0,0.92,0.9583333333333334,0.6502504173622705
0.9259259259259259,1.0,0.9615384615384615,0.7587646076794657
0.9230769230769231,0.96,0.9411764705882353,0.7929883138564273
1.0,1.0,1.0,0.8063439065108514
0.9230769230769231,0.96,0.9411764705882353,0.7086811352253757
0.9583333333333334,0.92,0.9387755102040817,0.6619365609348915
0.9259259259259259,1.0,0.9615384615384615,0.7721202003338898
0.8846153846153846,0.92,0.9019607843137256,0.672787979966611
0.9583333333333334,0.92,0.9387755102040817,0.7771285475792988
1.0,0.92,0.9583333333333334,0.6869782971619365
0.9583333333333334,0.92,0.9387755102040817,0.7153589315525877
0.9230769230769231,0.96,0.9411764705882353,0.7721202003338898
0.92,0.92,0.92,0.7704507512520868
