,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,906.0,19704.0,12191.0,8482.0,930.0,10130.0,12090.0,4641.0,12247.0,13540.0,10377.0,4650.0,8582.0,4575.0,4584.0,8261.0,6561.0,21608.0,4598.0,4480.0,10289.0,4616.0,4566.0,11871.0,8783.0,4933.0,2696.0,10451.0,4689.0,4854.0,2764.0,874.0,12222.0,12048.0,2976.0,854.0,2806.0,4667.0,4650.0,1035.0,4600.0,6414.0,8399.0,2804.0,4647.0,6419.0,14025.0,8376.0,4684.0,6446.0,95951.0
G_1,906.0,0.0,19665.0,12271.0,8570.0,830.0,10103.0,12187.0,4522.0,12365.0,13925.0,10462.0,4653.0,8570.0,4737.0,4527.0,8343.0,6594.0,21559.0,4679.0,4724.0,10296.0,4811.0,4639.0,11909.0,8760.0,4902.0,2743.0,10498.0,4604.0,4697.0,2986.0,818.0,12357.0,12182.0,2979.0,900.0,2900.0,4623.0,4503.0,966.0,4652.0,6377.0,8519.0,2865.0,4834.0,6642.0,14032.0,8378.0,4665.0,6633.0,95860.0
G_2,19704.0,19665.0,0.0,31227.0,27500.0,19707.0,10262.0,30993.0,15807.0,31283.0,6618.0,10454.0,23527.0,12229.0,16056.0,23434.0,12271.0,25546.0,2899.0,23571.0,15973.0,10314.0,16005.0,23546.0,8376.0,12232.0,15999.0,18001.0,29381.0,23555.0,23542.0,17961.0,19716.0,8637.0,8643.0,21825.0,19698.0,17937.0,23488.0,15874.0,19579.0,23567.0,13959.0,27385.0,17933.0,16028.0,14219.0,6643.0,27204.0,23572.0,14248.0,114816.0
G_3,12191.0,12271.0,31227.0,0.0,4159.0,12050.0,21419.0,898.0,15959.0,779.0,25148.0,21911.0,8067.0,19874.0,15916.0,8555.0,19610.0,6433.0,33054.0,8239.0,16038.0,21659.0,16082.0,8152.0,23393.0,20224.0,16407.0,13693.0,2738.0,8520.0,8539.0,14080.0,11907.0,23798.0,23516.0,10064.0,12054.0,14016.0,8143.0,15883.0,12383.0,8363.0,17800.0,4700.0,14099.0,16087.0,17752.0,25421.0,4387.0,8277.0,17935.0,84253.0
G_4,8482.0,8570.0,27500.0,4159.0,0.0,8310.0,17767.0,4628.0,12321.0,4310.0,21381.0,18205.0,4401.0,16192.0,12221.0,4815.0,15884.0,2706.0,29338.0,4572.0,12326.0,17970.0,12393.0,4455.0,19680.0,16474.0,12757.0,9977.0,2626.0,4743.0,4877.0,10279.0,8220.0,20097.0,19809.0,6371.0,8325.0,10317.0,4369.0,12121.0,8743.0,4669.0,14065.0,978.0,10392.0,12508.0,14059.0,21725.0,610.0,4553.0,14252.0,87722.0
G_5,930.0,830.0,19707.0,12050.0,8310.0,0.0,10024.0,11951.0,4733.0,12056.0,13918.0,10482.0,4433.0,8696.0,4660.0,4649.0,8349.0,6347.0,21805.0,4606.0,4782.0,10396.0,4916.0,4405.0,12128.0,8946.0,5207.0,2643.0,10259.0,4530.0,4627.0,2850.0,668.0,12488.0,12360.0,2693.0,613.0,2742.0,4370.0,4356.0,1205.0,4464.0,6340.0,8430.0,2942.0,4983.0,6741.0,14146.0,8124.0,4510.0,6797.0,95572.0
G_6,10130.0,10103.0,10262.0,21419.0,17767.0,10024.0,0.0,21326.0,6375.0,21549.0,4465.0,1196.0,13788.0,2975.0,6466.0,13863.0,2751.0,15786.0,12324.0,13847.0,6559.0,1006.0,6653.0,13807.0,2645.0,3252.0,6798.0,8260.0,19711.0,13915.0,13911.0,8357.0,10030.0,3079.0,2883.0,12080.0,10006.0,8358.0,13824.0,6352.0,10170.0,13844.0,4423.0,17669.0,8411.0,6697.0,4626.0,4782.0,17523.0,13899.0,4716.0,105046.0
G_7,12090.0,12187.0,30993.0,898.0,4628.0,11951.0,21326.0,0.0,15945.0,929.0,25083.0,21728.0,8127.0,19916.0,16029.0,8438.0,19585.0,6479.0,33034.0,8437.0,16088.0,21655.0,16166.0,8200.0,23418.0,20263.0,16373.0,13833.0,2744.0,8413.0,8469.0,14073.0,11855.0,23886.0,23625.0,10207.0,11895.0,13965.0,8147.0,15745.0,12338.0,8300.0,17672.0,4834.0,14123.0,16220.0,17923.0,25465.0,4329.0,8269.0,18032.0,84448.0
G_8,4641.0,4522.0,15807.0,15959.0,12321.0,4733.0,6375.0,15945.0,0.0,16175.0,10108.0,6805.0,8466.0,4551.0,985.0,8207.0,4565.0,10378.0,17719.0,8302.0,1028.0,6418.0,982.0,8384.0,8236.0,4920.0,1059.0,2837.0,14213.0,8342.0,8437.0,3021.0,4647.0,8518.0,8412.0,6780.0,4630.0,2774.0,8532.0,878.0,4431.0,8428.0,2699.0,12223.0,2735.0,992.0,2676.0,10262.0,12260.0,8535.0,2766.0,99768.0
G_9,12247.0,12365.0,31283.0,779.0,4310.0,12056.0,21549.0,929.0,16175.0,0.0,25165.0,21978.0,8150.0,20072.0,16008.0,8661.0,19694.0,6431.0,33177.0,8387.0,16099.0,21756.0,16194.0,8182.0,23454.0,20312.0,16554.0,13869.0,2739.0,8597.0,8623.0,13996.0,12015.0,23940.0,23642.0,10140.0,12041.0,14093.0,8082.0,15982.0,12482.0,8415.0,17821.0,4812.0,14256.0,16340.0,17875.0,25611.0,4349.0,8295.0,18083.0,84122.0
G_10,13540.0,13925.0,6618.0,25148.0,21381.0,13918.0,4465.0,25083.0,10108.0,25165.0,0.0,4884.0,17568.0,6598.0,10065.0,17552.0,6359.0,19496.0,8502.0,17573.0,10092.0,4545.0,10100.0,17496.0,2552.0,6734.0,10399.0,11900.0,23396.0,17651.0,17721.0,12062.0,13851.0,2922.0,2617.0,15808.0,13825.0,12027.0,17628.0,10161.0,13841.0,17512.0,8227.0,21360.0,12028.0,10166.0,8158.0,981.0,21335.0,17651.0,8231.0,108814.0
G_11,10377.0,10462.0,10454.0,21911.0,18205.0,10482.0,1196.0,21728.0,6805.0,21978.0,4884.0,0.0,14282.0,3453.0,6843.0,14253.0,3106.0,16179.0,12364.0,14306.0,6776.0,1346.0,6809.0,14204.0,3028.0,3647.0,6867.0,8612.0,20118.0,14250.0,14405.0,8671.0,10386.0,3292.0,3256.0,12416.0,10506.0,8757.0,14247.0,6672.0,10518.0,14185.0,4813.0,17988.0,8728.0,6842.0,5091.0,4966.0,18017.0,14152.0,4992.0,105449.0
G_12,4650.0,4653.0,23527.0,8067.0,4401.0,4433.0,13788.0,8127.0,8466.0,8150.0,17568.0,14282.0,0.0,12425.0,8443.0,965.0,12009.0,2583.0,25506.0,779.0,8566.0,14132.0,8626.0,655.0,15783.0,12678.0,8856.0,6195.0,6282.0,874.0,878.0,6477.0,4338.0,16311.0,15927.0,2538.0,4405.0,6570.0,548.0,8298.0,4814.0,810.0,10042.0,4632.0,6737.0,8706.0,10293.0,17957.0,4252.0,607.0,10466.0,91654.0
G_13,8582.0,8570.0,12229.0,19874.0,16192.0,8696.0,2975.0,19916.0,4551.0,20072.0,6598.0,3453.0,12425.0,0.0,4892.0,12230.0,1080.0,14335.0,14087.0,12320.0,4836.0,2865.0,4772.0,12363.0,4641.0,1261.0,4865.0,6778.0,18125.0,12376.0,12288.0,6929.0,8658.0,4930.0,4845.0,10650.0,8582.0,6511.0,12446.0,4893.0,8394.0,12377.0,2988.0,16213.0,6726.0,4799.0,2964.0,6596.0,16230.0,12395.0,2987.0,103571.0
G_14,4575.0,4737.0,16056.0,15916.0,12221.0,4660.0,6466.0,16029.0,985.0,16008.0,10065.0,6843.0,8443.0,4892.0,0.0,8409.0,4589.0,10321.0,17677.0,8376.0,1040.0,6523.0,1059.0,8306.0,8254.0,5093.0,1286.0,2745.0,14194.0,8503.0,8437.0,2799.0,4712.0,8618.0,8498.0,6610.0,4592.0,2864.0,8379.0,1020.0,4636.0,8311.0,2799.0,12072.0,2935.0,1141.0,2704.0,10264.0,12205.0,8586.0,2796.0,99679.0
G_15,4584.0,4527.0,23434.0,8555.0,4815.0,4649.0,13863.0,8438.0,8207.0,8661.0,17552.0,14253.0,965.0,12230.0,8409.0,0.0,11920.0,3029.0,25375.0,859.0,8414.0,13958.0,8566.0,895.0,15747.0,12464.0,8521.0,6461.0,6605.0,753.0,997.0,6653.0,4555.0,16118.0,15865.0,3005.0,4561.0,6513.0,965.0,8305.0,4572.0,1058.0,10025.0,4763.0,6564.0,8498.0,10149.0,17799.0,4717.0,963.0,10239.0,92180.0
G_16,8261.0,8343.0,12271.0,19610.0,15884.0,8349.0,2751.0,19585.0,4565.0,19694.0,6359.0,3106.0,12009.0,1080.0,4589.0,11920.0,0.0,13871.0,14134.0,11995.0,4536.0,2766.0,4598.0,11978.0,4540.0,1269.0,4857.0,6358.0,17690.0,11973.0,12058.0,6404.0,8187.0,4936.0,4752.0,10289.0,8242.0,6415.0,11967.0,4536.0,8456.0,11961.0,2620.0,15842.0,6519.0,4674.0,2669.0,6505.0,15763.0,12051.0,2736.0,103106.0
G_17,6561.0,6594.0,25546.0,6433.0,2706.0,6347.0,15786.0,6479.0,10378.0,6431.0,19496.0,16179.0,2583.0,14335.0,10321.0,3029.0,13871.0,0.0,27370.0,2866.0,10440.0,16067.0,10499.0,2531.0,17720.0,14526.0,10843.0,8130.0,4707.0,2928.0,3015.0,8424.0,6296.0,18101.0,17950.0,4556.0,6320.0,8390.0,2601.0,10195.0,6833.0,2602.0,12037.0,3008.0,8547.0,10608.0,12245.0,19774.0,2576.0,2722.0,12370.0,89975.0
G_18,21608.0,21559.0,2899.0,33054.0,29338.0,21805.0,12324.0,33034.0,17719.0,33177.0,8502.0,12364.0,25506.0,14087.0,17677.0,25375.0,14134.0,27370.0,0.0,25440.0,17898.0,12219.0,17844.0,25403.0,10245.0,14159.0,17707.0,19850.0,31327.0,25525.0,25585.0,19907.0,21722.0,10207.0,10405.0,23657.0,21672.0,19855.0,25577.0,17960.0,21499.0,25382.0,15928.0,29234.0,19797.0,17782.0,16044.0,8320.0,29338.0,25627.0,15972.0,116841.0
G_19,4598.0,4679.0,23571.0,8239.0,4572.0,4606.0,13847.0,8437.0,8302.0,8387.0,17573.0,14306.0,779.0,12320.0,8376.0,859.0,11995.0,2866.0,25440.0,0.0,8487.0,14015.0,8488.0,867.0,15761.0,12619.0,8658.0,6248.0,6576.0,800.0,943.0,6585.0,4526.0,16228.0,15924.0,2850.0,4526.0,6555.0,845.0,8342.0,4671.0,947.0,10169.0,4697.0,6671.0,8534.0,10166.0,17871.0,4643.0,930.0,10287.0,91977.0
G_20,4480.0,4724.0,15973.0,16038.0,12326.0,4782.0,6559.0,16088.0,1028.0,16099.0,10092.0,6776.0,8566.0,4836.0,1040.0,8414.0,4536.0,10440.0,17898.0,8487.0,0.0,6614.0,854.0,8505.0,8279.0,4941.0,1154.0,2873.0,14261.0,8513.0,8662.0,2945.0,4789.0,8567.0,8367.0,6835.0,4670.0,2926.0,8491.0,1097.0,4782.0,8499.0,2914.0,12068.0,2837.0,878.0,2787.0,10271.0,12251.0,8611.0,2775.0,99702.0
G_21,10289.0,10296.0,10314.0,21659.0,17970.0,10396.0,1006.0,21655.0,6418.0,21756.0,4545.0,1346.0,14132.0,2865.0,6523.0,13958.0,2766.0,16067.0,12219.0,14015.0,6614.0,0.0,6573.0,14046.0,2586.0,3050.0,6576.0,8454.0,19914.0,14071.0,14045.0,8599.0,10384.0,3070.0,2904.0,12454.0,10292.0,8511.0,14191.0,6486.0,10207.0,14103.0,4615.0,17862.0,8490.0,6499.0,4634.0,4725.0,17984.0,14185.0,4693.0,105431.0
G_22,4616.0,4811.0,16005.0,16082.0,12393.0,4916.0,6653.0,16166.0,982.0,16194.0,10100.0,6809.0,8626.0,4772.0,1059.0,8566.0,4598.0,10499.0,17844.0,8488.0,854.0,6573.0,0.0,8550.0,8268.0,4963.0,1143.0,2936.0,14353.0,8596.0,8778.0,2967.0,4858.0,8523.0,8410.0,6946.0,4785.0,2807.0,8579.0,1129.0,4871.0,8496.0,2877.0,12310.0,2897.0,842.0,2839.0,10208.0,12432.0,8660.0,2813.0,99773.0
G_23,4566.0,4639.0,23546.0,8152.0,4455.0,4405.0,13807.0,8200.0,8384.0,8182.0,17496.0,14204.0,655.0,12363.0,8306.0,895.0,11978.0,2531.0,25403.0,867.0,8505.0,14046.0,8550.0,0.0,15733.0,12649.0,8777.0,6160.0,6464.0,908.0,988.0,6478.0,4221.0,16186.0,15930.0,2649.0,4395.0,6455.0,654.0,8272.0,4745.0,682.0,10080.0,4536.0,6586.0,8586.0,10246.0,17893.0,4379.0,726.0,10319.0,91827.0
G_24,11871.0,11909.0,8376.0,23393.0,19680.0,12128.0,2645.0,23418.0,8236.0,23454.0,2552.0,3028.0,15783.0,4641.0,8254.0,15747.0,4540.0,17720.0,10245.0,15761.0,8279.0,2586.0,8268.0,15733.0,0.0,4867.0,8346.0,10184.0,21624.0,15767.0,15843.0,10245.0,12096.0,992.0,855.0,14117.0,11948.0,10224.0,15880.0,8322.0,11896.0,15787.0,6345.0,19639.0,10192.0,8279.0,6362.0,2780.0,19632.0,15861.0,6428.0,107079.0
G_25,8783.0,8760.0,12232.0,20224.0,16474.0,8946.0,3252.0,20263.0,4920.0,20312.0,6734.0,3647.0,12678.0,1261.0,5093.0,12464.0,1269.0,14526.0,14159.0,12619.0,4941.0,3050.0,4963.0,12649.0,4867.0,0.0,5098.0,7060.0,18318.0,12547.0,12679.0,7121.0,8975.0,5095.0,4929.0,11010.0,8884.0,6972.0,12627.0,5116.0,8689.0,12664.0,3120.0,16357.0,6910.0,4956.0,3193.0,6742.0,16464.0,12694.0,3229.0,103873.0
G_26,4933.0,4902.0,15999.0,16407.0,12757.0,5207.0,6798.0,16373.0,1059.0,16554.0,10399.0,6867.0,8856.0,4865.0,1286.0,8521.0,4857.0,10843.0,17707.0,8658.0,1154.0,6576.0,1143.0,8777.0,8346.0,5098.0,0.0,3166.0,14568.0,8713.0,8840.0,3304.0,5087.0,8632.0,8636.0,7189.0,4993.0,3215.0,8992.0,1292.0,4651.0,8800.0,2964.0,12553.0,3094.0,1098.0,2954.0,10436.0,12755.0,8872.0,2825.0,100226.0
G_27,2696.0,2743.0,18001.0,13693.0,9977.0,2643.0,8260.0,13833.0,2837.0,13869.0,11900.0,8612.0,6195.0,6778.0,2745.0,6461.0,6358.0,8130.0,19850.0,6248.0,2873.0,8454.0,2936.0,6160.0,10184.0,7060.0,3166.0,0.0,12041.0,6426.0,6554.0,943.0,2442.0,10653.0,10374.0,4424.0,2654.0,992.0,6183.0,2677.0,2937.0,6318.0,4537.0,10149.0,1067.0,3029.0,4611.0,12256.0,10005.0,6298.0,4685.0,97222.0
