,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,187.0,141.0,218.0,74.0,215.0,75.0,81.0,192.0,219.0,98.0,330.0,233.0,390.0,119.0,183.0,331.0,276.0,103.0,214.0,333.0,80.0,74.0,65.0,34.0,251.0,128.0,180.0,64.0,46.0,25.0,198.0,139.0,56.0,217.0,443.0,106.0,197.0,35.0,91.0,39.0,107.0,117.0,645.0,209.0,177.0,48.0,52.0,287.0,116.0,136.0,1160.0
G_1,187.0,0.0,80.0,42.0,250.0,392.0,139.0,258.0,23.0,398.0,120.0,153.0,415.0,213.0,100.0,49.0,155.0,103.0,280.0,396.0,516.0,144.0,253.0,236.0,180.0,77.0,313.0,43.0,242.0,218.0,198.0,376.0,316.0,231.0,391.0,267.0,121.0,22.0,177.0,271.0,179.0,127.0,290.0,472.0,32.0,355.0,217.0,153.0,111.0,290.0,83.0,980.0
G_2,141.0,80.0,0.0,102.0,199.0,344.0,84.0,204.0,82.0,341.0,64.0,216.0,366.0,270.0,39.0,56.0,220.0,160.0,223.0,337.0,457.0,87.0,202.0,180.0,127.0,141.0,263.0,63.0,182.0,165.0,143.0,319.0,260.0,179.0,337.0,334.0,62.0,82.0,120.0,214.0,126.0,70.0,237.0,532.0,102.0,297.0,165.0,99.0,178.0,243.0,28.0,1040.0
G_3,218.0,42.0,102.0,0.0,279.0,419.0,166.0,280.0,44.0,415.0,135.0,143.0,437.0,198.0,122.0,62.0,143.0,82.0,306.0,421.0,535.0,153.0,279.0,257.0,202.0,66.0,342.0,67.0,260.0,239.0,224.0,400.0,337.0,259.0,411.0,251.0,148.0,47.0,201.0,295.0,203.0,143.0,319.0,449.0,20.0,388.0,238.0,177.0,101.0,315.0,102.0,960.0
G_4,74.0,250.0,199.0,279.0,0.0,159.0,140.0,24.0,254.0,166.0,162.0,394.0,181.0,451.0,179.0,243.0,394.0,338.0,45.0,161.0,280.0,139.0,21.0,46.0,99.0,314.0,79.0,245.0,47.0,64.0,87.0,138.0,88.0,42.0,167.0,507.0,162.0,258.0,99.0,41.0,104.0,163.0,65.0,708.0,275.0,117.0,71.0,116.0,349.0,65.0,196.0,1220.0
G_5,215.0,392.0,344.0,419.0,159.0,0.0,277.0,162.0,395.0,32.0,301.0,539.0,48.0,594.0,319.0,381.0,531.0,474.0,148.0,32.0,151.0,280.0,161.0,180.0,236.0,455.0,103.0,383.0,191.0,203.0,221.0,55.0,110.0,181.0,33.0,650.0,304.0,394.0,239.0,147.0,239.0,299.0,129.0,846.0,416.0,69.0,205.0,259.0,491.0,123.0,338.0,1360.0
G_6,75.0,139.0,84.0,166.0,140.0,277.0,0.0,142.0,137.0,283.0,48.0,279.0,300.0,331.0,62.0,129.0,282.0,220.0,163.0,279.0,400.0,25.0,135.0,121.0,59.0,205.0,196.0,123.0,122.0,105.0,86.0,255.0,195.0,115.0,278.0,391.0,48.0,143.0,60.0,159.0,60.0,47.0,179.0,594.0,158.0,239.0,97.0,35.0,234.0,175.0,80.0,1100.0
G_7,81.0,258.0,204.0,280.0,24.0,162.0,142.0,0.0,257.0,163.0,165.0,401.0,183.0,451.0,186.0,240.0,396.0,340.0,42.0,162.0,284.0,143.0,23.0,47.0,99.0,320.0,85.0,239.0,46.0,68.0,86.0,146.0,89.0,44.0,165.0,513.0,173.0,269.0,101.0,47.0,107.0,165.0,73.0,712.0,277.0,120.0,67.0,121.0,357.0,60.0,195.0,1220.0
G_8,192.0,23.0,82.0,44.0,254.0,395.0,137.0,257.0,0.0,397.0,121.0,160.0,418.0,214.0,103.0,46.0,158.0,101.0,283.0,398.0,514.0,136.0,260.0,238.0,173.0,80.0,312.0,47.0,239.0,222.0,200.0,377.0,319.0,233.0,398.0,276.0,119.0,24.0,178.0,272.0,175.0,124.0,299.0,473.0,44.0,356.0,220.0,154.0,114.0,297.0,82.0,980.0
G_9,219.0,398.0,341.0,415.0,166.0,32.0,283.0,163.0,397.0,0.0,308.0,543.0,43.0,596.0,321.0,376.0,537.0,475.0,145.0,31.0,142.0,278.0,166.0,182.0,241.0,461.0,106.0,376.0,172.0,207.0,222.0,54.0,111.0,187.0,33.0,652.0,309.0,404.0,238.0,139.0,241.0,303.0,133.0,847.0,419.0,71.0,212.0,261.0,492.0,128.0,335.0,1360.0
G_10,98.0,120.0,64.0,135.0,162.0,301.0,48.0,165.0,121.0,308.0,0.0,253.0,318.0,314.0,47.0,102.0,261.0,205.0,187.0,301.0,414.0,46.0,159.0,142.0,78.0,179.0,221.0,102.0,151.0,120.0,110.0,281.0,217.0,137.0,299.0,368.0,27.0,127.0,86.0,179.0,90.0,35.0,199.0,570.0,139.0,265.0,126.0,59.0,218.0,197.0,65.0,1080.0
G_11,330.0,153.0,216.0,143.0,394.0,539.0,279.0,401.0,160.0,543.0,253.0,0.0,555.0,75.0,244.0,181.0,23.0,89.0,416.0,534.0,654.0,280.0,396.0,378.0,319.0,98.0,452.0,182.0,383.0,358.0,343.0,519.0,456.0,377.0,531.0,135.0,257.0,162.0,318.0,411.0,320.0,269.0,433.0,336.0,137.0,497.0,360.0,291.0,61.0,435.0,225.0,840.0
G_12,233.0,415.0,366.0,437.0,181.0,48.0,300.0,183.0,418.0,43.0,318.0,555.0,0.0,614.0,342.0,400.0,554.0,492.0,166.0,41.0,129.0,298.0,184.0,200.0,260.0,479.0,124.0,399.0,198.0,221.0,247.0,69.0,122.0,203.0,49.0,671.0,328.0,423.0,260.0,159.0,259.0,318.0,147.0,869.0,437.0,92.0,225.0,278.0,513.0,140.0,357.0,1380.0
G_13,390.0,213.0,270.0,198.0,451.0,594.0,331.0,451.0,214.0,596.0,314.0,75.0,614.0,0.0,298.0,235.0,81.0,144.0,478.0,589.0,714.0,334.0,456.0,433.0,370.0,155.0,511.0,234.0,435.0,414.0,395.0,572.0,510.0,427.0,591.0,80.0,316.0,222.0,368.0,473.0,380.0,322.0,495.0,274.0,195.0,552.0,409.0,347.0,115.0,489.0,278.0,780.0
G_14,119.0,100.0,39.0,122.0,179.0,319.0,62.0,186.0,103.0,321.0,47.0,244.0,342.0,298.0,0.0,80.0,241.0,178.0,202.0,323.0,436.0,65.0,183.0,161.0,100.0,168.0,237.0,88.0,161.0,144.0,122.0,299.0,243.0,159.0,318.0,349.0,48.0,100.0,103.0,196.0,100.0,46.0,222.0,551.0,123.0,277.0,141.0,77.0,200.0,223.0,42.0,1060.0
G_15,183.0,49.0,56.0,62.0,243.0,381.0,129.0,240.0,46.0,376.0,102.0,181.0,400.0,235.0,80.0,0.0,181.0,123.0,258.0,382.0,499.0,122.0,245.0,215.0,162.0,103.0,305.0,21.0,219.0,202.0,181.0,361.0,302.0,219.0,381.0,293.0,106.0,49.0,164.0,259.0,165.0,105.0,280.0,492.0,67.0,343.0,204.0,137.0,138.0,281.0,62.0,1000.0
