,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,174.0,191.0,148.0,271.0,264.0,353.0,124.0,244.0,159.0,309.0,201.0,68.0,54.0,98.0,79.0,43.0,177.0,85.0,91.0,194.0,287.0,98.0,36.0,87.0,17.0,274.0,273.0,213.0,269.0,160.0,431.0,64.0,155.0,38.0,147.0,110.0,191.0,77.0,37.0,187.0,34.0,101.0,33.0,211.0,217.0,271.0,253.0,61.0,250.0,22.0,1160.0
G_1,174.0,0.0,356.0,320.0,436.0,433.0,516.0,277.0,101.0,48.0,479.0,355.0,117.0,220.0,99.0,242.0,200.0,344.0,128.0,262.0,360.0,454.0,102.0,200.0,103.0,178.0,436.0,435.0,64.0,120.0,325.0,287.0,227.0,322.0,195.0,315.0,277.0,45.0,120.0,204.0,43.0,201.0,108.0,187.0,377.0,373.0,435.0,111.0,228.0,420.0,183.0,1320.0
G_2,191.0,356.0,0.0,62.0,98.0,96.0,179.0,99.0,428.0,340.0,138.0,29.0,256.0,157.0,272.0,139.0,176.0,45.0,258.0,119.0,25.0,114.0,274.0,175.0,275.0,195.0,100.0,101.0,390.0,446.0,58.0,613.0,154.0,63.0,175.0,54.0,95.0,374.0,260.0,173.0,372.0,175.0,278.0,200.0,37.0,41.0,101.0,433.0,159.0,79.0,193.0,980.0
G_3,148.0,320.0,62.0,0.0,136.0,132.0,216.0,74.0,390.0,295.0,177.0,72.0,214.0,120.0,234.0,101.0,145.0,45.0,219.0,71.0,63.0,155.0,240.0,135.0,230.0,159.0,140.0,143.0,352.0,415.0,29.0,569.0,126.0,21.0,139.0,22.0,60.0,334.0,218.0,137.0,330.0,134.0,236.0,167.0,82.0,88.0,141.0,396.0,119.0,116.0,165.0,1020.0
G_4,271.0,436.0,98.0,136.0,0.0,24.0,102.0,184.0,513.0,420.0,58.0,113.0,335.0,240.0,356.0,220.0,261.0,125.0,340.0,193.0,103.0,40.0,360.0,260.0,353.0,282.0,28.0,22.0,476.0,535.0,147.0,695.0,242.0,141.0,260.0,140.0,176.0,456.0,338.0,255.0,453.0,254.0,361.0,283.0,83.0,86.0,21.0,519.0,240.0,45.0,283.0,900.0
G_5,264.0,433.0,96.0,132.0,24.0,0.0,102.0,182.0,506.0,411.0,62.0,100.0,327.0,230.0,354.0,218.0,256.0,120.0,336.0,193.0,104.0,35.0,358.0,252.0,347.0,275.0,26.0,24.0,469.0,527.0,139.0,690.0,238.0,137.0,253.0,133.0,168.0,446.0,331.0,250.0,446.0,254.0,357.0,278.0,80.0,82.0,24.0,503.0,237.0,42.0,275.0,900.0
G_6,353.0,516.0,179.0,216.0,102.0,102.0,0.0,260.0,592.0,493.0,63.0,187.0,419.0,315.0,436.0,299.0,340.0,206.0,420.0,282.0,185.0,81.0,439.0,341.0,432.0,357.0,96.0,109.0,556.0,616.0,218.0,773.0,323.0,222.0,337.0,221.0,262.0,536.0,415.0,341.0,536.0,335.0,434.0,353.0,159.0,162.0,102.0,591.0,317.0,117.0,360.0,820.0
G_7,124.0,277.0,99.0,74.0,184.0,182.0,260.0,0.0,354.0,265.0,217.0,102.0,184.0,86.0,199.0,58.0,103.0,92.0,180.0,54.0,110.0,196.0,200.0,103.0,202.0,117.0,172.0,180.0,316.0,375.0,65.0,538.0,81.0,65.0,101.0,65.0,27.0,300.0,182.0,101.0,298.0,105.0,204.0,123.0,128.0,120.0,186.0,360.0,84.0,159.0,119.0,1060.0
G_8,244.0,101.0,428.0,390.0,513.0,506.0,592.0,354.0,0.0,125.0,548.0,433.0,189.0,292.0,179.0,312.0,271.0,416.0,196.0,328.0,431.0,529.0,177.0,268.0,173.0,251.0,510.0,514.0,59.0,37.0,393.0,203.0,297.0,395.0,276.0,389.0,351.0,82.0,198.0,275.0,77.0,272.0,180.0,264.0,448.0,452.0,513.0,30.0,296.0,492.0,253.0,1400.0
G_9,159.0,48.0,340.0,295.0,420.0,411.0,493.0,265.0,125.0,0.0,461.0,337.0,107.0,197.0,86.0,224.0,188.0,321.0,108.0,239.0,340.0,433.0,89.0,178.0,85.0,160.0,418.0,415.0,87.0,142.0,299.0,302.0,209.0,301.0,180.0,299.0,262.0,60.0,103.0,180.0,62.0,184.0,85.0,170.0,358.0,358.0,416.0,120.0,206.0,395.0,170.0,1300.0
G_10,309.0,479.0,138.0,177.0,58.0,62.0,63.0,217.0,548.0,461.0,0.0,148.0,373.0,277.0,396.0,253.0,297.0,161.0,374.0,233.0,139.0,40.0,394.0,300.0,392.0,315.0,56.0,63.0,518.0,574.0,184.0,735.0,278.0,177.0,300.0,181.0,214.0,494.0,376.0,293.0,492.0,293.0,400.0,325.0,127.0,122.0,70.0,558.0,277.0,76.0,317.0,860.0
G_11,201.0,355.0,29.0,72.0,113.0,100.0,187.0,102.0,433.0,337.0,148.0,0.0,256.0,164.0,278.0,142.0,178.0,47.0,257.0,127.0,35.0,122.0,276.0,177.0,276.0,196.0,98.0,103.0,389.0,456.0,65.0,617.0,164.0,67.0,175.0,61.0,106.0,380.0,258.0,182.0,376.0,187.0,279.0,201.0,50.0,43.0,110.0,432.0,165.0,91.0,198.0,980.0
G_12,68.0,117.0,256.0,214.0,335.0,327.0,419.0,184.0,189.0,107.0,373.0,256.0,0.0,116.0,43.0,139.0,98.0,236.0,28.0,154.0,257.0,349.0,43.0,99.0,33.0,76.0,338.0,338.0,156.0,215.0,218.0,379.0,119.0,216.0,98.0,210.0,174.0,138.0,22.0,93.0,135.0,100.0,49.0,92.0,272.0,276.0,336.0,201.0,126.0,315.0,81.0,1220.0
