,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,8799.0,8645.0,12590.0,3003.0,6816.0,1243.0,4812.0,3248.0,11765.0,8556.0,4793.0,8944.0,6661.0,5002.0,5044.0,6846.0,6819.0,3154.0,14061.0,8941.0,8530.0,1363.0,8697.0,8917.0,12546.0,8484.0,10537.0,17761.0,4852.0,2591.0,6716.0,6638.0,8872.0,11970.0,2840.0,1021.0,5310.0,10762.0,1390.0,6645.0,3075.0,4866.0,6732.0,10584.0,2868.0,5091.0,8498.0,8583.0,1343.0,4797.0,97064.0
G_1,8799.0,0.0,16028.0,4344.0,10315.0,13865.0,8046.0,12076.0,6538.0,19775.0,15763.0,11877.0,653.0,14070.0,4677.0,12207.0,14563.0,14298.0,10249.0,21574.0,700.0,15991.0,8400.0,762.0,1085.0,4639.0,15973.0,18023.0,25357.0,12298.0,10267.0,14079.0,13886.0,846.0,20093.0,6402.0,8478.0,4535.0,2575.0,8552.0,14143.0,10346.0,12124.0,13829.0,18243.0,6492.0,4500.0,15885.0,16161.0,8178.0,12231.0,88737.0
G_2,8645.0,16028.0,0.0,19579.0,6315.0,2531.0,8529.0,4430.0,10098.0,4758.0,932.0,4792.0,16153.0,2532.0,12070.0,4964.0,2840.0,2632.0,6359.0,6197.0,15972.0,1043.0,8234.0,15954.0,15730.0,19584.0,816.0,2686.0,10433.0,4509.0,6472.0,2719.0,2567.0,15692.0,5090.0,10475.0,8238.0,12206.0,17773.0,8403.0,2820.0,6241.0,4510.0,2483.0,3208.0,10174.0,12367.0,604.0,943.0,8134.0,4758.0,104112.0
G_3,12590.0,4344.0,19579.0,0.0,13959.0,17453.0,11852.0,15761.0,10068.0,23553.0,19543.0,15857.0,4431.0,17790.0,8402.0,16067.0,18134.0,17884.0,13937.0,25150.0,4353.0,19656.0,11981.0,4636.0,4670.0,841.0,19688.0,21660.0,29162.0,15800.0,14039.0,17705.0,17504.0,4284.0,23912.0,10326.0,12130.0,8129.0,2537.0,12195.0,17779.0,14025.0,15763.0,17406.0,22050.0,10060.0,8348.0,19536.0,19767.0,11808.0,15972.0,85071.0
G_4,3003.0,10315.0,6315.0,13959.0,0.0,4531.0,2752.0,2602.0,4483.0,10244.0,6416.0,2751.0,10544.0,4412.0,6559.0,2988.0,4785.0,4537.0,808.0,11821.0,10406.0,6481.0,2625.0,10396.0,10229.0,14175.0,6369.0,8341.0,15915.0,2623.0,791.0,4682.0,4388.0,10154.0,10583.0,4759.0,2674.0,6707.0,12298.0,2760.0,4498.0,883.0,2637.0,4425.0,8815.0,4584.0,6689.0,6229.0,6542.0,2624.0,2954.0,98557.0
G_5,6816.0,13865.0,2531.0,17453.0,4531.0,0.0,6411.0,2568.0,8093.0,6619.0,2735.0,2854.0,14024.0,850.0,10143.0,2961.0,1154.0,935.0,4457.0,8131.0,13760.0,2783.0,6241.0,13847.0,13846.0,17545.0,2784.0,4726.0,12114.0,2654.0,4616.0,627.0,640.0,13635.0,6995.0,8524.0,6407.0,10069.0,15731.0,6601.0,858.0,4586.0,2628.0,426.0,5112.0,8207.0,10281.0,2571.0,2748.0,6109.0,2760.0,102002.0
G_6,1243.0,8046.0,8529.0,11852.0,2752.0,6411.0,0.0,4516.0,2682.0,12138.0,8183.0,4375.0,8208.0,6606.0,4545.0,4609.0,7041.0,6679.0,2770.0,14006.0,8211.0,8376.0,824.0,8187.0,8310.0,12114.0,8458.0,10373.0,17710.0,4711.0,2699.0,6570.0,6369.0,8173.0,12442.0,2584.0,939.0,4606.0,10058.0,954.0,6556.0,2818.0,4572.0,6372.0,10681.0,2618.0,4386.0,8313.0,8565.0,809.0,4615.0,96281.0
G_7,4812.0,12076.0,4430.0,15761.0,2602.0,2568.0,4516.0,0.0,6398.0,8389.0,4318.0,768.0,12194.0,2692.0,8302.0,1015.0,2949.0,2715.0,2616.0,9905.0,12256.0,4618.0,4355.0,12092.0,11994.0,15955.0,4515.0,6503.0,14006.0,752.0,2655.0,2657.0,2528.0,12032.0,8671.0,6487.0,4502.0,8480.0,13948.0,4588.0,2688.0,2746.0,722.0,2460.0,6847.0,6360.0,8381.0,4411.0,4667.0,4334.0,960.0,100360.0
G_8,3248.0,6538.0,10098.0,10068.0,4483.0,8093.0,2682.0,6398.0,0.0,14161.0,10203.0,6533.0,6799.0,8338.0,2819.0,6710.0,8683.0,8441.0,4608.0,15686.0,6484.0,10246.0,2559.0,6713.0,6437.0,10244.0,10313.0,12204.0,19704.0,6423.0,4677.0,8299.0,8162.0,6257.0,14502.0,1188.0,2758.0,2830.0,8421.0,2791.0,8355.0,4626.0,6412.0,8006.0,12607.0,857.0,3080.0,10099.0,10224.0,2613.0,6717.0,94768.0
G_9,11765.0,19775.0,4758.0,23553.0,10244.0,6619.0,12138.0,8389.0,14161.0,0.0,4673.0,8310.0,19941.0,6493.0,16117.0,8521.0,6776.0,6603.0,10398.0,2728.0,19908.0,4754.0,12216.0,19808.0,19833.0,23713.0,4642.0,2848.0,6466.0,8424.0,9781.0,6651.0,6522.0,19849.0,737.0,14029.0,12175.0,16310.0,21884.0,12280.0,6479.0,10338.0,8387.0,6610.0,3140.0,14076.0,16052.0,4588.0,4874.0,12265.0,8457.0,108056.0
