,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51,G_52,G_53,G_54,G_55,G_56,G_57,G_58,G_59,G_60,G_61,G_62,G_63,G_64,G_65,G_66,G_67,G_68,G_69,G_70,G_71,G_72,G_73,G_74,G_75,G_76,G_77,G_78,G_79,G_80,G_81,G_82,G_83,G_84,G_85,G_86,G_87,G_88,G_89,G_90,G_91,G_92,G_93,G_94,G_95,G_96,G_97,G_98,G_99,G_100,G_101,G_102,G_103,G_104,G_105,G_106,G_107,G_108,G_109,G_110,G_111,G_112,G_113,G_114,G_115,G_116,G_117,G_118,G_119,G_120,G_121,G_122,G_123,G_124,G_125,G_126,G_127,G_128,G_129,G_130,G_131,G_132,G_133,G_134,G_135,G_136,G_137,G_138,G_139,G_140,G_141,G_142,G_143,G_144,G_145,G_146,G_147,G_148,G_149,G_150,G_151,G_152,G_153,G_154,G_155,G_156,G_157,G_158,G_159,G_160,G_161,G_162,G_163,G_164,G_165,G_166,G_167,G_168,G_169,G_170,G_171,G_172,G_173,G_174,G_175,G_176,G_177,G_178,G_179,G_180,G_181,G_182,G_183,G_184,G_185,G_186,G_187,G_188,G_189,G_190,G_191,G_192,G_193,G_194,G_195,G_196,G_197,G_198,G_199,G_200,G_201,G_202,G_203,G_204,G_205,G_206,G_207,G_208,G_209,G_210,G_211,G_212,G_213,G_214,G_215,G_216,G_217,G_218,G_219,G_220,G_221,G_222,G_223,G_224,G_225,G_226,G_227,G_228,G_229,G_230,G_231,G_232,G_233,G_234,G_235,G_236,G_237,G_238,G_239,G_240,G_241,G_242,G_243,G_244,G_245,G_246,G_247,G_248,G_249,G_250,G_251
G_base,0,46.0,64.0,14.0,62.0,37.0,78.0,69.0,40.0,109.0,32.0,61.0,27.0,21.0,35.0,67.0,43.0,24.0,43.0,45.0,30.0,32.0,79.0,27.0,63.0,56.0,58.0,38.0,32.0,49.0,45.0,41.0,52.0,92.0,40.0,40.0,21.0,30.0,64.0,85.0,65.0,38.0,25.0,114.0,35.0,44.0,23.0,159.0,55.0,39.0,21.0,79.0,114.0,67.0,46.0,15.0,88.0,50.0,57.0,108.0,40.0,64.0,36.0,63.0,69.0,116.0,36.0,75.0,39.0,35.0,37.0,40.0,107.0,55.0,43.0,55.0,42.0,29.0,55.0,100.0,45.0,61.0,72.0,16.0,50.0,41.0,37.0,71.0,47.0,66.0,31.0,73.0,45.0,67.0,37.0,33.0,43.0,46.0,43.0,48.0,79.0,45.0,79.0,76.0,54.0,70.0,29.0,36.0,21.0,29.0,64.0,73.0,25.0,23.0,59.0,56.0,53.0,41.0,85.0,26.0,41.0,55.0,13.0,57.0,51.0,49.0,36.0,38.0,27.0,60.0,56.0,31.0,76.0,41.0,50.0,69.0,27.0,41.0,43.0,25.0,73.0,62.0,81.0,25.0,51.0,37.0,35.0,32.0,31.0,53.0,63.0,32.0,74.0,26.0,55.0,56.0,110.0,17.0,47.0,27.0,32.0,118.0,47.0,52.0,71.0,43.0,58.0,43.0,83.0,55.0,44.0,43.0,65.0,40.0,29.0,68.0,43.0,41.0,33.0,35.0,37.0,32.0,48.0,27.0,48.0,50.0,68.0,47.0,29.0,27.0,69.0,97.0,40.0,31.0,56.0,62.0,37.0,50.0,29.0,35.0,33.0,49.0,85.0,32.0,63.0,66.0,80.0,39.0,31.0,50.0,24.0,47.0,28.0,108.0,75.0,32.0,57.0,14.0,29.0,64.0,23.0,27.0,38.0,36.0,60.0,76.0,29.0,77.0,56.0,33.0,66.0,38.0,52.0,31.0,43.0,31.0,47.0,75.0,38.0,45.0,109.0,53.0,42.0,32.0,144.0,61.0,43.0,43.0,69.0,48.0,39.0,512.0
