,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,205.0,46.0,161.0,266.0,143.0,71.0,11.0,166.0,96.0,114.0,88.0,164.0,88.0,228.0,87.0,14.0,109.0,154.0,145.0,46.0,88.0,92.0,187.0,148.0,35.0,74.0,126.0,187.0,133.0,130.0,287.0,48.0,90.0,183.0,172.0,30.0,109.0,56.0,54.0,12.0,344.0,224.0,227.0,139.0,89.0,243.0,169.0,112.0,73.0,113.0,1160.0
G_1,205.0,0.0,250.0,362.0,469.0,345.0,156.0,207.0,367.0,134.0,311.0,128.0,49.0,134.0,42.0,132.0,213.0,114.0,82.0,70.0,246.0,291.0,135.0,38.0,347.0,232.0,153.0,326.0,388.0,329.0,93.0,92.0,250.0,128.0,37.0,59.0,226.0,309.0,251.0,254.0,210.0,148.0,37.0,424.0,99.0,132.0,55.0,59.0,118.0,151.0,313.0,960.0
G_2,46.0,250.0,0.0,125.0,232.0,111.0,113.0,54.0,131.0,137.0,78.0,131.0,209.0,128.0,269.0,127.0,56.0,152.0,196.0,190.0,11.0,51.0,134.0,227.0,114.0,39.0,113.0,93.0,154.0,99.0,170.0,331.0,11.0,133.0,228.0,216.0,33.0,74.0,19.0,18.0,55.0,387.0,266.0,190.0,179.0,131.0,285.0,213.0,152.0,118.0,76.0,1200.0
G_3,161.0,362.0,125.0,0.0,112.0,31.0,229.0,167.0,17.0,248.0,74.0,246.0,323.0,245.0,387.0,244.0,167.0,265.0,311.0,303.0,124.0,91.0,248.0,344.0,35.0,147.0,225.0,49.0,34.0,59.0,286.0,444.0,129.0,247.0,343.0,331.0,147.0,72.0,134.0,131.0,169.0,503.0,384.0,74.0,290.0,246.0,401.0,327.0,267.0,230.0,76.0,1320.0
G_4,266.0,469.0,232.0,112.0,0.0,132.0,335.0,271.0,118.0,345.0,182.0,348.0,429.0,350.0,493.0,348.0,269.0,369.0,411.0,408.0,231.0,193.0,353.0,449.0,134.0,255.0,336.0,154.0,100.0,152.0,390.0,548.0,230.0,352.0,448.0,434.0,251.0,176.0,236.0,234.0,271.0,607.0,489.0,57.0,389.0,351.0,505.0,433.0,374.0,328.0,176.0,1420.0
G_5,143.0,345.0,111.0,31.0,132.0,0.0,213.0,149.0,30.0,229.0,62.0,227.0,304.0,228.0,368.0,228.0,149.0,247.0,292.0,285.0,109.0,74.0,231.0,327.0,14.0,135.0,216.0,34.0,58.0,37.0,266.0,425.0,110.0,229.0,325.0,315.0,131.0,56.0,112.0,112.0,150.0,484.0,365.0,93.0,273.0,227.0,381.0,310.0,251.0,211.0,57.0,1300.0
G_6,71.0,156.0,113.0,229.0,335.0,213.0,0.0,76.0,231.0,44.0,177.0,39.0,116.0,36.0,176.0,35.0,72.0,61.0,97.0,92.0,115.0,155.0,39.0,138.0,215.0,95.0,16.0,193.0,253.0,202.0,76.0,229.0,117.0,36.0,132.0,119.0,97.0,174.0,127.0,117.0,78.0,292.0,175.0,294.0,80.0,34.0,190.0,112.0,57.0,26.0,176.0,1100.0
G_7,11.0,207.0,54.0,167.0,271.0,149.0,76.0,0.0,168.0,93.0,119.0,89.0,170.0,94.0,233.0,94.0,16.0,113.0,156.0,150.0,48.0,92.0,93.0,190.0,154.0,36.0,76.0,132.0,193.0,132.0,124.0,287.0,55.0,88.0,189.0,175.0,31.0,113.0,62.0,54.0,15.0,344.0,228.0,225.0,135.0,94.0,246.0,175.0,112.0,76.0,116.0,1160.0
G_8,166.0,367.0,131.0,17.0,118.0,30.0,231.0,168.0,0.0,254.0,85.0,249.0,327.0,251.0,390.0,251.0,170.0,268.0,311.0,305.0,129.0,93.0,252.0,350.0,34.0,158.0,235.0,53.0,39.0,55.0,287.0,447.0,134.0,247.0,347.0,334.0,151.0,76.0,134.0,132.0,173.0,505.0,384.0,73.0,293.0,250.0,405.0,331.0,271.0,232.0,76.0,1320.0
G_9,96.0,134.0,137.0,248.0,345.0,229.0,44.0,93.0,254.0,0.0,197.0,15.0,97.0,22.0,163.0,20.0,95.0,39.0,78.0,78.0,130.0,173.0,20.0,117.0,233.0,119.0,43.0,210.0,271.0,211.0,57.0,214.0,138.0,20.0,119.0,99.0,114.0,195.0,137.0,137.0,91.0,274.0,159.0,310.0,56.0,25.0,169.0,99.0,39.0,40.0,193.0,1080.0
