,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51,G_52,G_53,G_54,G_55,G_56,G_57,G_58,G_59,G_60,G_61,G_62,G_63,G_64,G_65,G_66,G_67,G_68,G_69,G_70,G_71,G_72,G_73,G_74,G_75,G_76,G_77,G_78,G_79,G_80,G_81,G_82,G_83,G_84,G_85,G_86,G_87,G_88,G_89,G_90,G_91,G_92,G_93,G_94,G_95,G_96,G_97,G_98,G_99,G_100,G_101
G_base,0,311.0,370.0,263.0,318.0,373.0,149.0,326.0,346.0,299.0,428.0,366.0,171.0,307.0,312.0,352.0,256.0,273.0,355.0,263.0,313.0,237.0,144.0,294.0,300.0,359.0,365.0,285.0,386.0,360.0,338.0,360.0,277.0,288.0,198.0,269.0,266.0,243.0,173.0,232.0,321.0,221.0,243.0,134.0,212.0,362.0,251.0,250.0,257.0,456.0,322.0,238.0,279.0,233.0,174.0,303.0,354.0,282.0,226.0,297.0,221.0,249.0,319.0,275.0,421.0,225.0,353.0,275.0,390.0,271.0,263.0,235.0,344.0,248.0,362.0,321.0,327.0,236.0,447.0,401.0,360.0,162.0,163.0,225.0,304.0,364.0,270.0,300.0,238.0,351.0,371.0,350.0,224.0,236.0,347.0,301.0,389.0,421.0,232.0,336.0,285.0,937.0
