Precision,Recall,F1-score,SDTED
0.8214285714285714,0.92,0.8679245283018867,0.6680896478121665
0.9166666666666666,0.88,0.8979591836734694,0.6051227321237993
0.8846153846153846,0.92,0.9019607843137256,0.7193169690501601
0.9230769230769231,0.96,0.9411764705882353,0.6606189967982925
1.0,0.92,0.9583333333333334,0.6019210245464248
0.8888888888888888,0.96,0.923076923076923,0.8409818569903948
0.92,0.92,0.92,0.6520811099252934
0.9583333333333334,0.92,0.9387755102040817,0.6307363927427961
0.8846153846153846,0.92,0.9019607843137256,0.6808964781216649
0.9545454545454546,0.84,0.8936170212765958,0.5432230522945571
0.9047619047619048,0.76,0.8260869565217391,0.6093916755602988
0.9615384615384616,1.0,0.9803921568627451,0.8175026680896478
0.92,0.92,0.92,0.672358591248666
0.875,0.84,0.8571428571428572,0.6670224119530417
0.9230769230769231,0.96,0.9411764705882353,0.624332977588047
0.96,0.96,0.96,0.7267876200640342
0.8888888888888888,0.96,0.923076923076923,0.7086446104589115
0.96,0.96,0.96,0.6211312700106724
0.9259259259259259,1.0,0.9615384615384615,0.7193169690501601
0.9583333333333334,0.92,0.9387755102040817,0.6659551760939167
0.9583333333333334,0.92,0.9387755102040817,0.7470651013874066
0.9230769230769231,0.96,0.9411764705882353,0.8463180362860192
0.92,0.92,0.92,0.6862326574172892
0.9259259259259259,1.0,0.9615384615384615,0.67982924226254
0.9230769230769231,0.96,0.9411764705882353,0.6168623265741728
0.8928571428571429,1.0,0.9433962264150945,0.6104589114194237
0.92,0.92,0.92,0.695837780149413
0.9565217391304348,0.88,0.9166666666666666,0.5880469583778015
1.0,0.88,0.9361702127659575,0.615795090715048
0.96,0.96,0.96,0.6392742796157951
0.9230769230769231,0.96,0.9411764705882353,0.615795090715048
1.0,1.0,1.0,0.7043756670224119
0.92,0.92,0.92,0.6926360725720384
0.92,0.92,0.92,0.7886872998932764
0.9583333333333334,0.92,0.9387755102040817,0.7129135538954109
0.9565217391304348,0.88,0.9166666666666666,0.7161152614727855
1.0,0.92,0.9583333333333334,0.7406616862326574
0.9166666666666666,0.88,0.8979591836734694,0.8153681963713981
0.9230769230769231,0.96,0.9411764705882353,0.7524012806830309
0.8461538461538461,0.88,0.8627450980392156,0.6574172892209178
0.8928571428571429,1.0,0.9433962264150945,0.7641408751334045
0.92,0.92,0.92,0.7406616862326574
0.8214285714285714,0.92,0.8679245283018867,0.8569903948772679
1.0,0.96,0.9795918367346939,0.7737459978655283
0.9230769230769231,0.96,0.9411764705882353,0.6136606189967984
0.9259259259259259,1.0,0.9615384615384615,0.7321237993596585
0.9259259259259259,1.0,0.9615384615384615,0.7331910352187834
0.96,0.96,0.96,0.7257203842049094
1.0,0.84,0.9130434782608696,0.5133404482390609
0.9230769230769231,0.96,0.9411764705882353,0.656350053361793
