,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,4103.0,2905.0,4539.0,4430.0,502.0,8071.0,7814.0,4639.0,960.0,6283.0,4443.0,2667.0,526.0,416.0,725.0,2727.0,8527.0,4550.0,4303.0,655.0,793.0,2146.0,933.0,1068.0,5975.0,314.0,4207.0,2471.0,4636.0,8456.0,973.0,2490.0,862.0,3065.0,6529.0,300.0,801.0,4270.0,4455.0,681.0,584.0,558.0,4465.0,2814.0,4538.0,4819.0,678.0,4396.0,6460.0,6345.0,97700.0
G_1,4103.0,0.0,6499.0,843.0,8174.0,4376.0,4222.0,11755.0,8248.0,4476.0,10118.0,8272.0,2662.0,4324.0,4263.0,4571.0,2595.0,12093.0,8285.0,710.0,4465.0,4428.0,6038.0,4391.0,4613.0,2562.0,4293.0,743.0,2570.0,8201.0,12219.0,4541.0,2635.0,4445.0,6508.0,10116.0,4293.0,4437.0,623.0,754.0,4465.0,4462.0,4265.0,8238.0,6370.0,8220.0,8285.0,4393.0,706.0,10111.0,2619.0,101186.0
G_2,2905.0,6499.0,0.0,5997.0,2550.0,2883.0,10183.0,6547.0,2573.0,2527.0,4353.0,2469.0,4191.0,2888.0,2854.0,2776.0,4473.0,6319.0,2631.0,6277.0,2512.0,2404.0,1028.0,2663.0,2719.0,8283.0,2950.0,6186.0,4565.0,2597.0,6654.0,2435.0,4354.0,2405.0,987.0,4412.0,2858.0,2485.0,6670.0,6489.0,2733.0,2660.0,2887.0,2830.0,790.0,2571.0,2460.0,2772.0,6345.0,4430.0,8092.0,95198.0
G_3,4539.0,843.0,5997.0,0.0,7762.0,4540.0,4567.0,11900.0,7972.0,4210.0,9717.0,7904.0,2268.0,4603.0,4522.0,4553.0,2487.0,11758.0,7985.0,593.0,4162.0,4124.0,6381.0,4353.0,4468.0,2646.0,4579.0,529.0,2572.0,7989.0,12059.0,4128.0,2376.0,4182.0,6262.0,9847.0,4531.0,4176.0,1037.0,981.0,4487.0,4330.0,4529.0,8208.0,6077.0,7883.0,7771.0,4417.0,779.0,9823.0,2480.0,100731.0
G_4,4430.0,8174.0,2550.0,7762.0,0.0,4528.0,11813.0,4427.0,629.0,4235.0,2293.0,460.0,6065.0,4378.0,4549.0,4408.0,5983.0,4514.0,523.0,7692.0,3963.0,4072.0,2786.0,4159.0,4441.0,9838.0,4481.0,7668.0,6229.0,593.0,4663.0,4228.0,5858.0,4199.0,2611.0,2455.0,4404.0,4123.0,8339.0,8267.0,4426.0,4243.0,4589.0,938.0,2494.0,576.0,764.0,4169.0,7906.0,2441.0,9810.0,93688.0
G_5,502.0,4376.0,2883.0,4540.0,4528.0,0.0,8204.0,7915.0,4546.0,894.0,6360.0,4558.0,2602.0,743.0,342.0,710.0,2637.0,8392.0,4557.0,4372.0,745.0,740.0,2290.0,881.0,994.0,6056.0,644.0,4337.0,2392.0,4538.0,8314.0,882.0,2505.0,844.0,2960.0,6398.0,544.0,753.0,4355.0,4292.0,523.0,656.0,564.0,4211.0,2816.0,4475.0,4771.0,914.0,4398.0,6382.0,6200.0,97584.0
G_6,8071.0,4222.0,10183.0,4567.0,11813.0,8204.0,0.0,15479.0,11891.0,8060.0,13768.0,11905.0,6384.0,8208.0,8138.0,8373.0,6176.0,15678.0,11968.0,4445.0,8127.0,8069.0,9950.0,7948.0,8176.0,2839.0,8111.0,4426.0,6410.0,11830.0,15784.0,8181.0,6335.0,8123.0,10008.0,13771.0,8110.0,8141.0,4512.0,4597.0,8136.0,8230.0,8210.0,11896.0,10034.0,11838.0,11903.0,7975.0,4248.0,13740.0,2582.0,104670.0
G_7,7814.0,11755.0,6547.0,11900.0,4427.0,7915.0,15479.0,0.0,4487.0,8253.0,2516.0,4285.0,9993.0,8073.0,7935.0,7876.0,9938.0,1008.0,4363.0,11749.0,7891.0,8047.0,5987.0,8208.0,8161.0,13447.0,7863.0,11629.0,9919.0,4375.0,964.0,8096.0,9717.0,8101.0,6549.0,2676.0,7833.0,8031.0,11853.0,11912.0,8017.0,7848.0,8116.0,4296.0,6550.0,4541.0,4627.0,8021.0,11787.0,2708.0,13684.0,90125.0
G_8,4639.0,8248.0,2573.0,7972.0,629.0,4546.0,11891.0,4487.0,0.0,4361.0,2388.0,626.0,6032.0,4623.0,4601.0,4451.0,6094.0,4430.0,622.0,8049.0,4166.0,4135.0,2723.0,4371.0,4339.0,10009.0,4728.0,7909.0,6276.0,524.0,4606.0,4192.0,6010.0,4284.0,2617.0,2385.0,4582.0,4159.0,8386.0,8339.0,4416.0,4382.0,4635.0,825.0,2650.0,710.0,798.0,4445.0,8058.0,2483.0,9798.0,93487.0
G_9,960.0,4476.0,2527.0,4210.0,4235.0,894.0,8060.0,8253.0,4361.0,0.0,6144.0,4281.0,2434.0,902.0,903.0,871.0,2412.0,8164.0,4433.0,4276.0,550.0,388.0,2736.0,630.0,805.0,6307.0,994.0,4193.0,2605.0,4296.0,8355.0,602.0,2435.0,474.0,2684.0,6236.0,930.0,515.0,4668.0,4591.0,793.0,718.0,930.0,4575.0,2507.0,4198.0,4383.0,756.0,4319.0,6125.0,6103.0,97230.0
