,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,10751.0,4798.0,6595.0,4891.0,1023.0,933.0,5103.0,4830.0,12580.0,12479.0,10753.0,1057.0,3090.0,6569.0,1115.0,2718.0,10479.0,8944.0,12629.0,4933.0,12511.0,8630.0,4800.0,892.0,8440.0,4845.0,14529.0,3031.0,627.0,4966.0,8773.0,4907.0,8723.0,1106.0,1078.0,8860.0,6770.0,12696.0,2887.0,9047.0,4868.0,12496.0,4736.0,3217.0,2877.0,4842.0,6835.0,12540.0,822.0,9081.0,100612.0
G_1,10751.0,0.0,14698.0,4968.0,6601.0,10600.0,10405.0,14712.0,6841.0,2692.0,2720.0,1052.0,10888.0,8620.0,4612.0,10539.0,8544.0,894.0,2907.0,2561.0,6614.0,2694.0,2881.0,14433.0,10583.0,3091.0,6587.0,4839.0,12554.0,10708.0,14458.0,2678.0,14430.0,18585.0,10587.0,10819.0,18769.0,4791.0,22640.0,12561.0,18754.0,6750.0,2758.0,14520.0,8940.0,8596.0,14442.0,4679.0,2661.0,10798.0,3074.0,110416.0
G_2,4798.0,14698.0,0.0,10903.0,8787.0,4870.0,4713.0,1210.0,8738.0,16456.0,16370.0,14839.0,4678.0,6879.0,10638.0,4856.0,6591.0,14606.0,12988.0,16625.0,8836.0,16620.0,12511.0,785.0,4800.0,12707.0,8759.0,18409.0,3034.0,4611.0,1074.0,12616.0,907.0,4956.0,4870.0,5230.0,4687.0,10740.0,8724.0,2751.0,4959.0,8945.0,16402.0,812.0,6923.0,6862.0,944.0,10671.0,16540.0,4599.0,12996.0,96419.0
G_3,6595.0,4968.0,10903.0,0.0,3061.0,6975.0,6959.0,11088.0,2984.0,6858.0,6811.0,4966.0,7115.0,5254.0,1101.0,6940.0,4903.0,4726.0,3130.0,6823.0,2986.0,6770.0,2922.0,10853.0,6914.0,2785.0,3002.0,8594.0,8872.0,6813.0,10985.0,2900.0,10886.0,14747.0,6919.0,6918.0,14946.0,1034.0,18822.0,8856.0,15154.0,2975.0,6751.0,10875.0,5137.0,5032.0,10908.0,1151.0,6752.0,6923.0,3070.0,106739.0
G_4,4891.0,6601.0,8787.0,3061.0,0.0,4657.0,4586.0,8556.0,1059.0,8610.0,8406.0,6836.0,4958.0,2884.0,2842.0,4710.0,2696.0,6807.0,5093.0,8402.0,854.0,8535.0,4671.0,8481.0,4607.0,5066.0,693.0,10616.0,6794.0,4729.0,8644.0,4666.0,8439.0,12616.0,4679.0,4883.0,12864.0,2868.0,16784.0,6713.0,12578.0,973.0,8551.0,8392.0,3049.0,2572.0,8396.0,2868.0,8621.0,5028.0,5061.0,104658.0
G_5,1023.0,10600.0,4870.0,6975.0,4657.0,0.0,659.0,4956.0,5024.0,12532.0,12288.0,10875.0,1059.0,2805.0,6587.0,943.0,2636.0,10552.0,8978.0,12389.0,4689.0,12411.0,8618.0,4632.0,864.0,8898.0,4638.0,14590.0,2858.0,764.0,4722.0,8624.0,4651.0,8946.0,916.0,1269.0,8950.0,6781.0,12802.0,2934.0,8968.0,4775.0,12478.0,4659.0,3175.0,2621.0,4604.0,6753.0,12548.0,1122.0,9037.0,100667.0
G_6,933.0,10405.0,4713.0,6959.0,4586.0,659.0,0.0,4841.0,4922.0,12537.0,12333.0,10864.0,930.0,2617.0,6465.0,680.0,2637.0,10586.0,8961.0,12412.0,4573.0,12317.0,8579.0,4412.0,772.0,8923.0,4572.0,14581.0,2749.0,710.0,4545.0,8611.0,4428.0,8849.0,817.0,1200.0,8749.0,6740.0,12587.0,2697.0,8788.0,4786.0,12378.0,4430.0,3110.0,2630.0,4542.0,6669.0,12515.0,1019.0,8970.0,100458.0
G_7,5103.0,14712.0,1210.0,11088.0,8556.0,4956.0,4841.0,0.0,8980.0,16805.0,16633.0,14983.0,4971.0,6731.0,10874.0,4918.0,6929.0,14937.0,13178.0,16613.0,8879.0,16557.0,12738.0,944.0,4844.0,13120.0,8732.0,18864.0,3186.0,4985.0,996.0,12930.0,987.0,5103.0,4917.0,5054.0,4910.0,11049.0,8751.0,2955.0,4572.0,8671.0,16741.0,689.0,7269.0,6843.0,906.0,10941.0,16625.0,5136.0,13141.0,96505.0
G_8,4830.0,6841.0,8738.0,2984.0,1059.0,5024.0,4922.0,8980.0,0.0,8554.0,8652.0,6909.0,4939.0,3227.0,3078.0,4973.0,2921.0,6818.0,5018.0,8751.0,1118.0,8715.0,4774.0,8752.0,4847.0,4932.0,1113.0,10633.0,7029.0,4960.0,9041.0,4798.0,8818.0,12590.0,4901.0,4901.0,12849.0,3075.0,16878.0,6699.0,13021.0,1084.0,8684.0,8820.0,3077.0,3040.0,8870.0,2848.0,8610.0,4819.0,5058.0,104603.0
G_9,12580.0,2692.0,16456.0,6858.0,8610.0,12532.0,12537.0,16805.0,8554.0,0.0,725.0,2881.0,12719.0,10816.0,6668.0,12680.0,10424.0,2641.0,4858.0,760.0,8730.0,812.0,4700.0,16416.0,12468.0,4795.0,8639.0,2665.0,14648.0,12543.0,16560.0,4602.0,16525.0,20489.0,12709.0,12734.0,20614.0,6796.0,24642.0,14526.0,20813.0,8783.0,800.0,16483.0,10713.0,10617.0,16459.0,6708.0,763.0,12541.0,4905.0,112392.0
