,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,228.0,59.0,94.0,504.0,112.0,312.0,210.0,184.0,36.0,288.0,32.0,167.0,290.0,153.0,95.0,42.0,92.0,133.0,88.0,204.0,112.0,204.0,36.0,205.0,152.0,205.0,250.0,91.0,113.0,97.0,348.0,65.0,18.0,230.0,110.0,65.0,135.0,19.0,82.0,230.0,116.0,411.0,187.0,212.0,228.0,17.0,19.0,41.0,210.0,76.0,1160.0
G_1,228.0,0.0,273.0,156.0,290.0,335.0,99.0,36.0,408.0,215.0,74.0,251.0,391.0,81.0,98.0,157.0,215.0,312.0,352.0,310.0,40.0,331.0,432.0,254.0,432.0,103.0,39.0,469.0,315.0,138.0,156.0,140.0,170.0,232.0,450.0,136.0,271.0,115.0,239.0,299.0,21.0,338.0,202.0,408.0,46.0,447.0,237.0,235.0,216.0,428.0,294.0,940.0
G_2,59.0,273.0,0.0,143.0,550.0,86.0,358.0,257.0,162.0,90.0,337.0,43.0,138.0,343.0,206.0,146.0,85.0,66.0,98.0,67.0,256.0,83.0,183.0,44.0,182.0,205.0,256.0,218.0,65.0,163.0,140.0,395.0,115.0,67.0,203.0,161.0,23.0,181.0,64.0,48.0,281.0,83.0,461.0,162.0,264.0,196.0,61.0,63.0,84.0,180.0,45.0,1200.0
G_3,94.0,156.0,143.0,0.0,428.0,191.0,238.0,138.0,275.0,81.0,219.0,118.0,254.0,218.0,84.0,19.0,82.0,179.0,213.0,175.0,131.0,199.0,293.0,122.0,291.0,79.0,136.0,337.0,177.0,43.0,23.0,274.0,35.0,100.0,317.0,40.0,146.0,60.0,102.0,165.0,161.0,199.0,340.0,274.0,146.0,315.0,98.0,93.0,86.0,295.0,158.0,1080.0
G_4,504.0,290.0,550.0,428.0,0.0,604.0,214.0,314.0,687.0,491.0,232.0,530.0,666.0,229.0,369.0,428.0,490.0,589.0,627.0,587.0,309.0,604.0,706.0,531.0,704.0,375.0,305.0,749.0,586.0,405.0,430.0,177.0,445.0,514.0,729.0,408.0,551.0,387.0,511.0,573.0,295.0,611.0,116.0,688.0,315.0,728.0,512.0,507.0,488.0,706.0,566.0,660.0
G_5,112.0,335.0,86.0,191.0,604.0,0.0,412.0,311.0,101.0,142.0,392.0,95.0,78.0,393.0,256.0,195.0,141.0,40.0,38.0,41.0,308.0,19.0,115.0,101.0,117.0,258.0,310.0,161.0,34.0,212.0,198.0,448.0,172.0,121.0,139.0,215.0,84.0,232.0,120.0,67.0,334.0,24.0,511.0,101.0,320.0,141.0,118.0,114.0,139.0,120.0,55.0,1260.0
G_6,312.0,99.0,358.0,238.0,214.0,412.0,0.0,125.0,493.0,293.0,48.0,334.0,472.0,40.0,178.0,233.0,289.0,395.0,432.0,396.0,122.0,409.0,509.0,335.0,511.0,179.0,119.0,558.0,395.0,219.0,240.0,62.0,253.0,325.0,535.0,214.0,354.0,194.0,320.0,381.0,97.0,422.0,119.0,492.0,126.0,531.0,315.0,312.0,293.0,510.0,371.0,860.0
G_7,210.0,36.0,257.0,138.0,314.0,311.0,125.0,0.0,388.0,197.0,96.0,229.0,373.0,101.0,80.0,140.0,195.0,295.0,325.0,292.0,21.0,310.0,409.0,234.0,409.0,79.0,20.0,449.0,291.0,117.0,136.0,156.0,152.0,212.0,432.0,121.0,258.0,97.0,210.0,278.0,42.0,310.0,223.0,395.0,27.0,432.0,212.0,216.0,195.0,409.0,274.0,960.0
G_8,184.0,408.0,162.0,275.0,687.0,101.0,493.0,388.0,0.0,213.0,470.0,174.0,36.0,470.0,333.0,271.0,219.0,115.0,80.0,112.0,388.0,97.0,35.0,171.0,32.0,328.0,387.0,77.0,113.0,292.0,269.0,528.0,247.0,194.0,53.0,292.0,167.0,310.0,192.0,145.0,409.0,102.0,591.0,23.0,389.0,63.0,196.0,191.0,217.0,36.0,137.0,1340.0
G_9,36.0,215.0,90.0,81.0,491.0,142.0,293.0,197.0,213.0,0.0,276.0,61.0,197.0,266.0,139.0,79.0,24.0,122.0,160.0,114.0,197.0,142.0,234.0,66.0,233.0,138.0,194.0,277.0,118.0,100.0,81.0,334.0,58.0,46.0,256.0,97.0,90.0,120.0,47.0,112.0,216.0,145.0,393.0,218.0,206.0,260.0,45.0,41.0,27.0,237.0,101.0,1140.0
