,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,234.0,162.0,398.0,220.0,102.0,138.0,313.0,370.0,273.0,36.0,65.0,431.0,101.0,150.0,684.0,25.0,347.0,184.0,66.0,391.0,475.0,283.0,413.0,218.0,289.0,258.0,181.0,83.0,236.0,272.0,106.0,275.0,454.0,62.0,244.0,164.0,257.0,103.0,141.0,323.0,532.0,126.0,280.0,202.0,292.0,184.0,107.0,256.0,156.0,122.0,1160.0
G_1,234.0,0.0,379.0,188.0,439.0,168.0,360.0,98.0,155.0,494.0,257.0,201.0,221.0,164.0,131.0,913.0,239.0,576.0,406.0,283.0,176.0,263.0,74.0,636.0,56.0,85.0,50.0,400.0,177.0,464.0,497.0,318.0,494.0,242.0,205.0,31.0,380.0,45.0,323.0,124.0,541.0,325.0,344.0,65.0,75.0,85.0,83.0,164.0,481.0,133.0,338.0,940.0
G_2,162.0,379.0,0.0,540.0,92.0,250.0,48.0,459.0,513.0,145.0,145.0,207.0,571.0,246.0,280.0,560.0,160.0,223.0,48.0,124.0,533.0,618.0,429.0,280.0,365.0,436.0,404.0,50.0,223.0,112.0,148.0,87.0,147.0,596.0,196.0,379.0,25.0,400.0,93.0,282.0,193.0,677.0,70.0,417.0,343.0,429.0,321.0,242.0,132.0,285.0,64.0,1300.0
G_3,398.0,188.0,540.0,0.0,602.0,324.0,521.0,106.0,49.0,662.0,423.0,367.0,63.0,325.0,286.0,1077.0,400.0,737.0,556.0,446.0,28.0,104.0,138.0,799.0,202.0,127.0,164.0,559.0,345.0,623.0,657.0,481.0,661.0,85.0,361.0,190.0,542.0,167.0,488.0,288.0,701.0,159.0,504.0,145.0,224.0,127.0,242.0,327.0,646.0,295.0,505.0,780.0
G_4,220.0,439.0,92.0,602.0,0.0,300.0,112.0,512.0,573.0,90.0,208.0,265.0,637.0,304.0,343.0,509.0,224.0,167.0,77.0,184.0,591.0,680.0,480.0,229.0,428.0,491.0,465.0,74.0,285.0,51.0,91.0,156.0,95.0,663.0,264.0,436.0,92.0,459.0,146.0,347.0,135.0,739.0,135.0,489.0,404.0,500.0,378.0,310.0,69.0,354.0,129.0,1360.0
G_5,102.0,168.0,250.0,324.0,300.0,0.0,224.0,240.0,305.0,358.0,123.0,67.0,363.0,26.0,73.0,774.0,107.0,442.0,267.0,146.0,318.0,408.0,207.0,501.0,150.0,219.0,185.0,268.0,49.0,312.0,368.0,190.0,365.0,389.0,67.0,164.0,246.0,184.0,187.0,62.0,402.0,464.0,215.0,207.0,130.0,223.0,104.0,36.0,341.0,83.0,206.0,1080.0
G_6,138.0,360.0,48.0,521.0,112.0,224.0,0.0,443.0,499.0,163.0,124.0,182.0,560.0,226.0,265.0,577.0,142.0,242.0,67.0,105.0,520.0,600.0,404.0,305.0,347.0,419.0,388.0,77.0,203.0,128.0,167.0,69.0,159.0,577.0,183.0,365.0,54.0,387.0,72.0,265.0,207.0,654.0,51.0,405.0,321.0,423.0,307.0,229.0,154.0,281.0,46.0,1280.0
G_7,313.0,98.0,459.0,106.0,512.0,240.0,443.0,0.0,79.0,576.0,337.0,280.0,143.0,243.0,208.0,991.0,322.0,655.0,481.0,361.0,93.0,182.0,69.0,714.0,121.0,45.0,84.0,479.0,259.0,541.0,575.0,404.0,576.0,165.0,280.0,99.0,459.0,76.0,399.0,204.0,619.0,240.0,421.0,63.0,150.0,46.0,162.0,244.0,558.0,213.0,421.0,860.0
G_8,370.0,155.0,513.0,49.0,573.0,305.0,499.0,79.0,0.0,637.0,390.0,332.0,83.0,298.0,254.0,1052.0,374.0,714.0,534.0,419.0,38.0,127.0,124.0,771.0,186.0,96.0,143.0,535.0,314.0,598.0,634.0,456.0,634.0,105.0,331.0,161.0,512.0,136.0,456.0,257.0,677.0,181.0,479.0,122.0,199.0,97.0,218.0,300.0,614.0,261.0,477.0,800.0
G_9,273.0,494.0,145.0,662.0,90.0,358.0,163.0,576.0,637.0,0.0,259.0,324.0,692.0,364.0,408.0,438.0,281.0,108.0,128.0,242.0,656.0,737.0,542.0,163.0,481.0,553.0,521.0,127.0,341.0,70.0,31.0,204.0,25.0,715.0,323.0,499.0,148.0,514.0,211.0,398.0,73.0,796.0,188.0,545.0,459.0,553.0,440.0,363.0,49.0,409.0,185.0,1420.0
G_10,36.0,257.0,145.0,423.0,208.0,123.0,124.0,337.0,390.0,259.0,0.0,83.0,452.0,122.0,161.0,668.0,48.0,338.0,168.0,40.0,418.0,492.0,301.0,402.0,241.0,309.0,275.0,163.0,96.0,227.0,259.0,83.0,260.0,478.0,85.0,259.0,144.0,279.0,85.0,158.0,300.0,556.0,106.0,307.0,217.0,313.0,204.0,128.0,240.0,169.0,105.0,1180.0
G_11,65.0,201.0,207.0,367.0,265.0,67.0,182.0,280.0,332.0,324.0,83.0,0.0,401.0,65.0,104.0,739.0,74.0,404.0,230.0,112.0,360.0,445.0,247.0,457.0,188.0,261.0,225.0,230.0,48.0,285.0,323.0,149.0,316.0,423.0,22.0,197.0,207.0,224.0,151.0,103.0,362.0,498.0,172.0,244.0,166.0,263.0,143.0,75.0,308.0,105.0,167.0,1120.0
G_12,431.0,221.0,571.0,63.0,637.0,363.0,560.0,143.0,83.0,692.0,452.0,401.0,0.0,356.0,320.0,1108.0,433.0,770.0,590.0,475.0,65.0,59.0,180.0,831.0,242.0,155.0,196.0,592.0,378.0,658.0,694.0,514.0,698.0,41.0,397.0,224.0,572.0,197.0,518.0,316.0,737.0,121.0,535.0,179.0,258.0,156.0,280.0,357.0,671.0,324.0,536.0,740.0
G_13,101.0,164.0,246.0,325.0,304.0,26.0,226.0,243.0,298.0,364.0,122.0,65.0,356.0,0.0,70.0,774.0,97.0,441.0,266.0,147.0,319.0,397.0,209.0,500.0,152.0,218.0,182.0,260.0,45.0,320.0,367.0,187.0,361.0,376.0,66.0,169.0,245.0,178.0,184.0,68.0,404.0,459.0,209.0,209.0,122.0,223.0,102.0,25.0,339.0,73.0,208.0,1080.0
G_14,150.0,131.0,280.0,286.0,343.0,73.0,265.0,208.0,254.0,408.0,161.0,104.0,320.0,70.0,0.0,819.0,145.0,480.0,303.0,185.0,287.0,364.0,170.0,539.0,113.0,185.0,155.0,307.0,91.0,366.0,398.0,222.0,400.0,348.0,106.0,132.0,276.0,142.0,226.0,38.0,442.0,418.0,250.0,172.0,89.0,184.0,68.0,73.0,386.0,38.0,241.0,1040.0
