,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,435.0,123.0,70.0,66.0,32.0,453.0,30.0,435.0,81.0,294.0,134.0,74.0,198.0,271.0,181.0,43.0,185.0,203.0,80.0,64.0,71.0,45.0,45.0,41.0,42.0,66.0,91.0,81.0,117.0,55.0,139.0,183.0,91.0,198.0,491.0,431.0,215.0,336.0,60.0,158.0,379.0,294.0,112.0,516.0,126.0,475.0,80.0,126.0,84.0,64.0,1160.0
G_1,435.0,0.0,345.0,489.0,402.0,451.0,875.0,439.0,853.0,385.0,720.0,559.0,407.0,620.0,191.0,599.0,424.0,596.0,627.0,383.0,402.0,482.0,414.0,463.0,464.0,462.0,401.0,521.0,507.0,549.0,466.0,557.0,603.0,390.0,614.0,914.0,37.0,641.0,761.0,395.0,581.0,800.0,164.0,537.0,115.0,543.0,81.0,503.0,545.0,387.0,405.0,1580.0
G_2,123.0,345.0,0.0,172.0,96.0,125.0,557.0,132.0,545.0,79.0,402.0,244.0,92.0,307.0,182.0,286.0,105.0,289.0,305.0,70.0,97.0,169.0,104.0,142.0,150.0,140.0,84.0,202.0,184.0,233.0,147.0,250.0,284.0,74.0,302.0,596.0,344.0,323.0,442.0,91.0,267.0,485.0,206.0,224.0,429.0,233.0,384.0,191.0,230.0,74.0,82.0,1260.0
G_3,70.0,489.0,172.0,0.0,113.0,71.0,425.0,68.0,397.0,133.0,265.0,108.0,109.0,166.0,324.0,150.0,81.0,141.0,164.0,131.0,106.0,29.0,98.0,53.0,48.0,56.0,115.0,77.0,57.0,80.0,62.0,110.0,148.0,124.0,172.0,463.0,478.0,180.0,305.0,111.0,123.0,340.0,348.0,89.0,568.0,85.0,522.0,59.0,91.0,129.0,114.0,1120.0
G_4,66.0,402.0,96.0,113.0,0.0,69.0,502.0,64.0,480.0,44.0,348.0,178.0,40.0,244.0,246.0,225.0,50.0,226.0,252.0,49.0,31.0,114.0,44.0,92.0,88.0,91.0,36.0,142.0,134.0,167.0,100.0,189.0,232.0,64.0,240.0,542.0,400.0,267.0,383.0,33.0,211.0,424.0,266.0,165.0,483.0,169.0,446.0,127.0,170.0,53.0,33.0,1200.0
G_5,32.0,451.0,125.0,71.0,69.0,0.0,460.0,33.0,443.0,91.0,301.0,149.0,73.0,209.0,284.0,186.0,46.0,191.0,203.0,91.0,75.0,74.0,51.0,52.0,54.0,56.0,70.0,113.0,93.0,134.0,58.0,152.0,192.0,93.0,203.0,502.0,442.0,227.0,342.0,73.0,168.0,385.0,306.0,129.0,532.0,133.0,479.0,93.0,130.0,89.0,74.0,1160.0
G_6,453.0,875.0,557.0,425.0,502.0,460.0,0.0,460.0,50.0,520.0,180.0,340.0,501.0,283.0,718.0,300.0,480.0,301.0,283.0,515.0,501.0,419.0,480.0,438.0,440.0,440.0,500.0,375.0,402.0,361.0,441.0,339.0,305.0,519.0,280.0,69.0,876.0,257.0,141.0,499.0,323.0,103.0,734.0,357.0,959.0,364.0,918.0,401.0,362.0,515.0,500.0,720.0
G_7,30.0,439.0,132.0,68.0,64.0,33.0,460.0,0.0,438.0,90.0,307.0,142.0,66.0,207.0,286.0,185.0,45.0,189.0,209.0,89.0,71.0,69.0,48.0,52.0,51.0,49.0,76.0,110.0,94.0,130.0,52.0,146.0,191.0,90.0,195.0,498.0,446.0,225.0,345.0,63.0,163.0,381.0,307.0,125.0,522.0,123.0,484.0,94.0,128.0,90.0,73.0,1160.0
G_8,435.0,853.0,545.0,397.0,480.0,443.0,50.0,438.0,0.0,500.0,161.0,319.0,479.0,258.0,697.0,281.0,457.0,284.0,262.0,497.0,476.0,398.0,459.0,421.0,421.0,417.0,484.0,357.0,379.0,338.0,419.0,311.0,274.0,498.0,264.0,84.0,856.0,235.0,121.0,475.0,295.0,82.0,714.0,335.0,935.0,341.0,893.0,377.0,343.0,497.0,478.0,740.0
G_9,81.0,385.0,79.0,133.0,44.0,91.0,520.0,90.0,500.0,0.0,365.0,196.0,61.0,270.0,222.0,242.0,66.0,245.0,268.0,28.0,47.0,133.0,69.0,112.0,105.0,111.0,55.0,164.0,148.0,184.0,118.0,208.0,248.0,43.0,261.0,560.0,379.0,287.0,399.0,52.0,219.0,439.0,244.0,186.0,464.0,187.0,428.0,153.0,188.0,30.0,49.0,1220.0
