,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51,G_52,G_53,G_54,G_55,G_56,G_57,G_58,G_59,G_60,G_61,G_62,G_63,G_64,G_65,G_66,G_67,G_68,G_69,G_70,G_71,G_72,G_73,G_74,G_75,G_76,G_77,G_78,G_79,G_80,G_81,G_82,G_83,G_84,G_85,G_86,G_87,G_88,G_89,G_90,G_91,G_92,G_93,G_94,G_95,G_96,G_97,G_98,G_99,G_100,G_101
G_base,0,343.0,255.0,133.0,270.0,299.0,411.0,316.0,118.0,236.0,200.0,144.0,190.0,298.0,239.0,142.0,69.0,197.0,64.0,128.0,300.0,106.0,55.0,123.0,179.0,245.0,350.0,83.0,68.0,155.0,255.0,125.0,238.0,224.0,141.0,185.0,123.0,106.0,111.0,148.0,276.0,197.0,217.0,113.0,162.0,219.0,135.0,302.0,222.0,244.0,198.0,289.0,238.0,231.0,227.0,107.0,234.0,243.0,117.0,267.0,165.0,139.0,100.0,145.0,195.0,228.0,121.0,147.0,215.0,325.0,234.0,247.0,293.0,118.0,304.0,287.0,96.0,91.0,126.0,245.0,252.0,248.0,68.0,300.0,265.0,172.0,268.0,146.0,343.0,133.0,141.0,329.0,194.0,249.0,196.0,268.0,218.0,256.0,268.0,318.0,81.0,937.0
