,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,86.0,365.0,304.0,120.0,200.0,23.0,99.0,215.0,214.0,178.0,284.0,361.0,295.0,410.0,42.0,350.0,331.0,336.0,354.0,633.0,304.0,334.0,279.0,160.0,378.0,293.0,387.0,180.0,289.0,294.0,205.0,223.0,114.0,49.0,227.0,333.0,120.0,120.0,278.0,218.0,213.0,86.0,373.0,176.0,37.0,302.0,214.0,179.0,258.0,522.0,1160.0
G_1,86.0,0.0,437.0,366.0,181.0,262.0,88.0,163.0,172.0,283.0,131.0,336.0,307.0,358.0,483.0,108.0,422.0,396.0,397.0,422.0,694.0,367.0,405.0,338.0,117.0,438.0,249.0,460.0,123.0,353.0,356.0,257.0,275.0,191.0,106.0,283.0,400.0,183.0,184.0,346.0,278.0,285.0,147.0,321.0,130.0,92.0,376.0,170.0,128.0,204.0,589.0,1220.0
G_2,365.0,437.0,0.0,104.0,278.0,203.0,378.0,295.0,570.0,178.0,536.0,124.0,719.0,99.0,66.0,357.0,43.0,61.0,68.0,48.0,277.0,108.0,71.0,124.0,508.0,29.0,656.0,41.0,536.0,100.0,101.0,199.0,180.0,278.0,358.0,188.0,64.0,278.0,279.0,129.0,176.0,172.0,309.0,728.0,535.0,374.0,75.0,573.0,538.0,614.0,175.0,800.0
G_3,304.0,366.0,104.0,0.0,207.0,132.0,293.0,227.0,504.0,106.0,456.0,52.0,639.0,33.0,148.0,287.0,85.0,67.0,78.0,89.0,359.0,31.0,73.0,50.0,433.0,102.0,581.0,121.0,458.0,31.0,31.0,130.0,105.0,205.0,281.0,101.0,70.0,203.0,207.0,60.0,105.0,108.0,236.0,654.0,460.0,304.0,45.0,497.0,466.0,539.0,260.0,880.0
G_4,120.0,181.0,278.0,207.0,0.0,105.0,131.0,45.0,324.0,126.0,287.0,185.0,462.0,202.0,319.0,107.0,254.0,238.0,239.0,268.0,534.0,207.0,246.0,185.0,266.0,283.0,401.0,300.0,282.0,197.0,205.0,107.0,128.0,30.0,105.0,134.0,243.0,30.0,26.0,183.0,124.0,123.0,70.0,477.0,280.0,138.0,216.0,326.0,287.0,363.0,432.0,1060.0
G_5,200.0,262.0,203.0,132.0,105.0,0.0,205.0,116.0,403.0,51.0,360.0,110.0,538.0,119.0,250.0,186.0,186.0,172.0,161.0,187.0,456.0,137.0,173.0,113.0,347.0,212.0,482.0,225.0,362.0,118.0,126.0,34.0,48.0,106.0,189.0,58.0,157.0,105.0,107.0,111.0,53.0,54.0,146.0,560.0,364.0,217.0,146.0,398.0,366.0,438.0,356.0,980.0
G_6,23.0,88.0,378.0,293.0,131.0,205.0,0.0,107.0,227.0,223.0,182.0,282.0,363.0,298.0,415.0,49.0,363.0,337.0,347.0,354.0,639.0,300.0,343.0,289.0,162.0,380.0,301.0,398.0,180.0,297.0,297.0,206.0,217.0,126.0,55.0,214.0,337.0,120.0,124.0,287.0,218.0,219.0,88.0,383.0,185.0,38.0,310.0,218.0,181.0,258.0,529.0,1160.0
G_7,99.0,163.0,295.0,227.0,45.0,116.0,107.0,0.0,292.0,141.0,263.0,205.0,445.0,218.0,342.0,86.0,281.0,263.0,265.0,277.0,552.0,225.0,263.0,205.0,245.0,306.0,380.0,319.0,261.0,216.0,223.0,131.0,143.0,47.0,87.0,151.0,254.0,39.0,48.0,210.0,146.0,147.0,47.0,461.0,262.0,115.0,237.0,298.0,264.0,340.0,455.0,1080.0
G_8,215.0,172.0,570.0,504.0,324.0,403.0,227.0,292.0,0.0,419.0,77.0,479.0,177.0,495.0,614.0,236.0,556.0,536.0,541.0,552.0,831.0,498.0,540.0,481.0,90.0,578.0,109.0,594.0,70.0,495.0,498.0,408.0,424.0,321.0,244.0,425.0,534.0,316.0,321.0,481.0,420.0,418.0,283.0,185.0,71.0,232.0,510.0,28.0,67.0,68.0,731.0,1360.0
G_9,214.0,283.0,178.0,106.0,126.0,51.0,223.0,141.0,419.0,0.0,386.0,86.0,560.0,102.0,223.0,204.0,157.0,140.0,145.0,159.0,435.0,112.0,139.0,88.0,363.0,185.0,493.0,191.0,381.0,105.0,105.0,47.0,25.0,121.0,205.0,32.0,147.0,128.0,120.0,96.0,24.0,25.0,167.0,577.0,377.0,225.0,122.0,413.0,382.0,457.0,335.0,960.0
G_10,178.0,131.0,536.0,456.0,287.0,360.0,182.0,263.0,77.0,386.0,0.0,445.0,208.0,465.0,577.0,209.0,520.0,498.0,500.0,520.0,798.0,463.0,497.0,442.0,46.0,544.0,151.0,555.0,30.0,458.0,454.0,368.0,380.0,277.0,214.0,378.0,497.0,282.0,286.0,446.0,378.0,381.0,240.0,229.0,29.0,189.0,472.0,70.0,29.0,110.0,691.0,1320.0
G_11,284.0,336.0,124.0,52.0,185.0,110.0,282.0,205.0,479.0,86.0,445.0,0.0,622.0,48.0,167.0,263.0,106.0,83.0,85.0,109.0,377.0,48.0,93.0,31.0,425.0,128.0,561.0,145.0,438.0,50.0,43.0,111.0,87.0,185.0,260.0,87.0,91.0,188.0,175.0,41.0,87.0,92.0,224.0,641.0,438.0,285.0,68.0,483.0,443.0,516.0,278.0,900.0
G_12,361.0,307.0,719.0,639.0,462.0,538.0,363.0,445.0,177.0,560.0,208.0,622.0,0.0,637.0,758.0,385.0,692.0,677.0,679.0,699.0,970.0,642.0,681.0,619.0,232.0,724.0,97.0,735.0,215.0,631.0,642.0,543.0,558.0,464.0,386.0,563.0,680.0,467.0,462.0,620.0,559.0,560.0,428.0,54.0,209.0,367.0,653.0,169.0,206.0,128.0,868.0,1500.0
G_13,295.0,358.0,99.0,33.0,202.0,119.0,298.0,218.0,495.0,102.0,465.0,48.0,637.0,0.0,146.0,285.0,86.0,70.0,65.0,92.0,355.0,36.0,74.0,46.0,435.0,103.0,577.0,123.0,464.0,27.0,27.0,127.0,105.0,204.0,282.0,112.0,61.0,206.0,204.0,52.0,99.0,96.0,242.0,656.0,459.0,308.0,43.0,493.0,459.0,537.0,253.0,880.0
G_14,410.0,483.0,66.0,148.0,319.0,250.0,415.0,342.0,614.0,223.0,577.0,167.0,758.0,146.0,0.0,403.0,77.0,102.0,113.0,81.0,242.0,140.0,99.0,167.0,557.0,66.0,693.0,44.0,576.0,149.0,145.0,248.0,225.0,317.0,410.0,222.0,101.0,319.0,318.0,172.0,224.0,220.0,365.0,772.0,576.0,423.0,119.0,616.0,573.0,657.0,137.0,760.0
G_15,42.0,108.0,357.0,287.0,107.0,186.0,49.0,86.0,236.0,204.0,209.0,263.0,385.0,285.0,403.0,0.0,339.0,315.0,320.0,341.0,614.0,284.0,326.0,266.0,191.0,364.0,320.0,377.0,206.0,276.0,282.0,184.0,204.0,104.0,30.0,218.0,321.0,99.0,106.0,258.0,205.0,207.0,70.0,404.0,204.0,55.0,295.0,237.0,206.0,278.0,510.0,1140.0
