,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,128.0,266.0,96.0,143.0,164.0,185.0,125.0,166.0,35.0,95.0,114.0,30.0,202.0,343.0,88.0,281.0,76.0,245.0,230.0,29.0,11.0,132.0,110.0,37.0,66.0,149.0,98.0,11.0,31.0,53.0,52.0,228.0,228.0,32.0,200.0,286.0,189.0,207.0,185.0,111.0,37.0,144.0,30.0,127.0,72.0,326.0,217.0,148.0,169.0,185.0,1160.0
G_1,128.0,0.0,154.0,63.0,37.0,287.0,76.0,248.0,291.0,152.0,214.0,42.0,113.0,328.0,225.0,54.0,166.0,77.0,131.0,118.0,106.0,132.0,24.0,37.0,158.0,75.0,33.0,62.0,135.0,111.0,173.0,92.0,109.0,121.0,118.0,87.0,178.0,78.0,95.0,310.0,37.0,152.0,34.0,153.0,248.0,80.0,211.0,104.0,269.0,61.0,75.0,1040.0
G_2,266.0,154.0,0.0,192.0,129.0,427.0,98.0,388.0,428.0,293.0,348.0,172.0,247.0,465.0,98.0,191.0,34.0,214.0,38.0,57.0,252.0,262.0,154.0,175.0,290.0,211.0,134.0,194.0,266.0,249.0,312.0,229.0,55.0,62.0,250.0,72.0,34.0,96.0,80.0,442.0,174.0,290.0,135.0,289.0,390.0,212.0,78.0,78.0,404.0,115.0,93.0,900.0
G_3,96.0,63.0,192.0,0.0,81.0,251.0,121.0,216.0,255.0,121.0,173.0,39.0,72.0,291.0,271.0,22.0,211.0,50.0,180.0,155.0,81.0,97.0,56.0,40.0,121.0,42.0,78.0,29.0,97.0,79.0,146.0,61.0,156.0,159.0,85.0,137.0,213.0,121.0,145.0,270.0,36.0,125.0,84.0,114.0,214.0,34.0,257.0,137.0,232.0,97.0,114.0,1080.0
G_4,143.0,37.0,129.0,81.0,0.0,307.0,52.0,264.0,306.0,168.0,225.0,57.0,128.0,342.0,211.0,74.0,148.0,96.0,112.0,96.0,129.0,146.0,41.0,55.0,171.0,92.0,20.0,79.0,150.0,131.0,194.0,113.0,99.0,96.0,129.0,69.0,148.0,52.0,75.0,327.0,56.0,170.0,13.0,171.0,270.0,95.0,190.0,83.0,289.0,36.0,53.0,1020.0
G_5,164.0,287.0,427.0,251.0,307.0,0.0,348.0,55.0,15.0,154.0,92.0,272.0,190.0,52.0,503.0,252.0,442.0,236.0,406.0,389.0,190.0,173.0,292.0,270.0,157.0,228.0,308.0,256.0,172.0,184.0,135.0,212.0,386.0,387.0,193.0,361.0,447.0,352.0,370.0,37.0,269.0,156.0,308.0,152.0,57.0,229.0,486.0,375.0,32.0,331.0,347.0,1320.0
G_6,185.0,76.0,98.0,121.0,52.0,348.0,0.0,309.0,346.0,215.0,272.0,100.0,171.0,382.0,173.0,114.0,108.0,136.0,76.0,59.0,167.0,190.0,82.0,95.0,213.0,129.0,58.0,118.0,191.0,172.0,233.0,153.0,61.0,58.0,173.0,35.0,115.0,20.0,34.0,367.0,98.0,215.0,54.0,210.0,309.0,131.0,155.0,46.0,330.0,41.0,21.0,980.0
G_7,125.0,248.0,388.0,216.0,264.0,55.0,309.0,0.0,57.0,115.0,60.0,233.0,149.0,88.0,465.0,210.0,405.0,193.0,368.0,351.0,149.0,131.0,254.0,229.0,112.0,188.0,270.0,218.0,130.0,148.0,100.0,168.0,349.0,350.0,151.0,323.0,407.0,308.0,329.0,76.0,233.0,115.0,268.0,112.0,16.0,190.0,446.0,335.0,36.0,291.0,308.0,1280.0
G_8,166.0,291.0,428.0,255.0,306.0,15.0,346.0,57.0,0.0,156.0,94.0,269.0,192.0,56.0,505.0,248.0,446.0,235.0,410.0,391.0,192.0,171.0,294.0,274.0,156.0,229.0,308.0,254.0,171.0,193.0,132.0,212.0,389.0,394.0,195.0,365.0,446.0,350.0,369.0,35.0,272.0,151.0,310.0,152.0,60.0,230.0,489.0,372.0,37.0,332.0,347.0,1320.0
G_9,35.0,152.0,293.0,121.0,168.0,154.0,215.0,115.0,156.0,0.0,80.0,137.0,59.0,191.0,369.0,116.0,311.0,93.0,268.0,247.0,55.0,36.0,159.0,137.0,21.0,94.0,174.0,116.0,40.0,55.0,43.0,77.0,256.0,252.0,56.0,229.0,309.0,210.0,232.0,174.0,130.0,17.0,172.0,20.0,117.0,100.0,352.0,240.0,139.0,194.0,212.0,1180.0
G_10,95.0,214.0,348.0,173.0,225.0,92.0,272.0,60.0,94.0,80.0,0.0,194.0,113.0,139.0,430.0,175.0,368.0,160.0,334.0,312.0,117.0,93.0,216.0,196.0,81.0,156.0,233.0,176.0,101.0,116.0,69.0,136.0,312.0,313.0,120.0,287.0,366.0,275.0,296.0,114.0,191.0,78.0,234.0,76.0,65.0,152.0,413.0,291.0,77.0,251.0,268.0,1240.0
G_11,114.0,42.0,172.0,39.0,57.0,272.0,100.0,233.0,269.0,137.0,194.0,0.0,93.0,312.0,255.0,39.0,193.0,64.0,159.0,136.0,97.0,115.0,40.0,15.0,137.0,60.0,55.0,39.0,113.0,99.0,161.0,81.0,137.0,139.0,101.0,115.0,192.0,96.0,124.0,293.0,22.0,131.0,61.0,137.0,235.0,55.0,231.0,118.0,256.0,75.0,93.0,1060.0
G_12,30.0,113.0,247.0,72.0,128.0,190.0,171.0,149.0,192.0,59.0,113.0,93.0,0.0,229.0,328.0,71.0,265.0,60.0,233.0,213.0,14.0,34.0,113.0,92.0,56.0,57.0,134.0,82.0,35.0,18.0,79.0,37.0,210.0,211.0,17.0,188.0,268.0,170.0,193.0,210.0,96.0,61.0,133.0,53.0,150.0,52.0,310.0,195.0,169.0,152.0,166.0,1140.0
