Precision,Recall,F1-score,SDTED
0.8666666666666667,1.0,0.9285714285714286,0.49090909090909096
0.9285714285714286,1.0,0.962962962962963,0.7333333333333334
0.8181818181818182,0.6923076923076923,0.7500000000000001,0.7090909090909091
0.7142857142857143,0.7692307692307693,0.7407407407407408,0.6242424242424243
0.9230769230769231,0.9230769230769231,0.9230769230769231,0.6848484848484848
0.7857142857142857,0.8461538461538461,0.8148148148148148,0.7818181818181819
0.9230769230769231,0.9230769230769231,0.9230769230769231,0.6363636363636364
0.8888888888888888,0.6153846153846154,0.7272727272727274,0.5636363636363637
1.0,0.9230769230769231,0.9600000000000001,0.7696969696969697
0.8571428571428571,0.9230769230769231,0.888888888888889,0.703030303030303
0.9,0.6923076923076923,0.7826086956521738,0.6727272727272727
0.7333333333333333,0.8461538461538461,0.7857142857142856,0.6060606060606061
0.7647058823529411,1.0,0.8666666666666666,0.5636363636363637
0.8181818181818182,0.6923076923076923,0.7500000000000001,0.6484848484848484
0.7857142857142857,0.8461538461538461,0.8148148148148148,0.6484848484848484
0.8461538461538461,0.8461538461538461,0.8461538461538461,0.9212121212121213
0.8571428571428571,0.9230769230769231,0.888888888888889,0.696969696969697
1.0,1.0,1.0,0.7090909090909091
0.7333333333333333,0.8461538461538461,0.7857142857142856,0.6181818181818182
0.9166666666666666,0.8461538461538461,0.8799999999999999,0.7575757575757576
0.9090909090909091,0.7692307692307693,0.8333333333333333,0.7818181818181819
0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8181818181818181
0.8,0.9230769230769231,0.8571428571428571,0.7757575757575758
0.8125,1.0,0.896551724137931,0.6606060606060606
0.8571428571428571,0.9230769230769231,0.888888888888889,0.7818181818181819
0.8571428571428571,0.9230769230769231,0.888888888888889,0.7757575757575758
1.0,0.8461538461538461,0.9166666666666666,0.703030303030303
0.8571428571428571,0.9230769230769231,0.888888888888889,0.7333333333333334
0.9230769230769231,0.9230769230769231,0.9230769230769231,0.7636363636363637
0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7818181818181819
0.8333333333333334,0.7692307692307693,0.8,0.7454545454545455
0.9230769230769231,0.9230769230769231,0.9230769230769231,0.806060606060606
0.75,0.9230769230769231,0.8275862068965517,0.6
0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8
1.0,0.6923076923076923,0.8181818181818181,0.5393939393939393
0.6923076923076923,0.6923076923076923,0.6923076923076923,0.7333333333333334
0.8,0.9230769230769231,0.8571428571428571,0.7575757575757576
1.0,1.0,1.0,0.4666666666666667
0.9166666666666666,0.8461538461538461,0.8799999999999999,0.7575757575757576
0.7647058823529411,1.0,0.8666666666666666,0.406060606060606
0.8333333333333334,0.7692307692307693,0.8,0.7272727272727273
0.8333333333333334,0.7692307692307693,0.8,0.6666666666666667
0.8571428571428571,0.9230769230769231,0.888888888888889,0.5393939393939393
0.8461538461538461,0.8461538461538461,0.8461538461538461,0.7393939393939394
0.7857142857142857,0.8461538461538461,0.8148148148148148,0.503030303030303
