,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51,G_52,G_53,G_54,G_55,G_56,G_57,G_58,G_59,G_60,G_61,G_62,G_63,G_64,G_65,G_66,G_67,G_68,G_69,G_70,G_71,G_72,G_73,G_74,G_75,G_76,G_77,G_78,G_79,G_80,G_81,G_82,G_83,G_84,G_85,G_86,G_87,G_88,G_89,G_90,G_91,G_92,G_93,G_94,G_95,G_96,G_97,G_98,G_99,G_100,G_101
G_base,0,20.0,42.0,58.0,41.0,57.0,50.0,22.0,32.0,57.0,29.0,71.0,15.0,40.0,78.0,50.0,81.0,19.0,53.0,32.0,20.0,45.0,34.0,70.0,48.0,41.0,31.0,38.0,61.0,62.0,29.0,64.0,42.0,31.0,25.0,44.0,20.0,36.0,36.0,23.0,38.0,56.0,27.0,71.0,69.0,35.0,26.0,43.0,51.0,49.0,78.0,80.0,34.0,53.0,45.0,37.0,58.0,62.0,33.0,27.0,39.0,60.0,37.0,36.0,22.0,146.0,68.0,64.0,60.0,58.0,22.0,63.0,48.0,61.0,26.0,44.0,24.0,63.0,52.0,43.0,40.0,80.0,34.0,34.0,16.0,51.0,32.0,54.0,56.0,31.0,42.0,55.0,53.0,46.0,68.0,71.0,35.0,50.0,41.0,16.0,23.0,224.0
