Precision,Recall,F1-score,SDTED
1.0,1.0,1.0,0.9016949152542373
1.0,0.9375,0.967741935483871,0.7220338983050847
0.9411764705882353,1.0,0.9696969696969697,0.9016949152542373
1.0,1.0,1.0,0.9627118644067797
1.0,0.9375,0.967741935483871,0.9288135593220339
1.0,1.0,1.0,0.8338983050847457
0.9375,0.9375,0.9375,0.9118644067796611
0.9411764705882353,1.0,0.9696969696969697,0.9389830508474576
1.0,0.875,0.9333333333333333,0.8440677966101695
1.0,1.0,1.0,0.7762711864406779
0.9375,0.9375,0.9375,0.9186440677966101
1.0,0.9375,0.967741935483871,0.9084745762711864
0.9411764705882353,1.0,0.9696969696969697,0.9254237288135593
1.0,1.0,1.0,0.9593220338983051
0.9411764705882353,1.0,0.9696969696969697,0.9118644067796611
0.9411764705882353,1.0,0.9696969696969697,0.7423728813559323
1.0,0.875,0.9333333333333333,0.7898305084745763
0.9411764705882353,1.0,0.9696969696969697,0.9186440677966101
1.0,1.0,1.0,0.8305084745762712
1.0,1.0,1.0,0.8677966101694915
1.0,1.0,1.0,0.7661016949152543
1.0,1.0,1.0,0.9186440677966101
0.9411764705882353,1.0,0.9696969696969697,0.9084745762711864
0.9411764705882353,1.0,0.9696969696969697,0.8372881355932204
1.0,1.0,1.0,0.8949152542372881
1.0,1.0,1.0,0.9389830508474576
1.0,1.0,1.0,0.9152542372881356
1.0,0.875,0.9333333333333333,0.6847457627118644
1.0,1.0,1.0,0.9593220338983051
1.0,0.875,0.9333333333333333,0.7830508474576271
1.0,1.0,1.0,0.8779661016949153
1.0,1.0,1.0,0.8101694915254237
0.9411764705882353,1.0,0.9696969696969697,0.9186440677966101
1.0,0.9375,0.967741935483871,0.6508474576271186
1.0,0.9375,0.967741935483871,0.711864406779661
1.0,1.0,1.0,0.9254237288135593
0.9411764705882353,1.0,0.9696969696969697,0.8135593220338984
1.0,0.9375,0.967741935483871,0.8305084745762712
0.9411764705882353,1.0,0.9696969696969697,0.9084745762711864
0.9375,0.9375,0.9375,0.9593220338983051
1.0,1.0,1.0,0.8542372881355932
1.0,1.0,1.0,0.8949152542372881
0.9411764705882353,1.0,0.9696969696969697,0.9254237288135593
0.9411764705882353,1.0,0.9696969696969697,0.9322033898305084
1.0,0.9375,0.967741935483871,0.8813559322033898
1.0,0.9375,0.967741935483871,0.6644067796610169
1.0,1.0,1.0,0.8813559322033898
1.0,0.9375,0.967741935483871,0.9152542372881356
1.0,1.0,1.0,0.8338983050847457
0.9411764705882353,1.0,0.9696969696969697,0.9491525423728814
0.8888888888888888,1.0,0.9411764705882353,0.8779661016949153
1.0,1.0,1.0,0.823728813559322
1.0,1.0,1.0,0.9050847457627118
0.9375,0.9375,0.9375,0.888135593220339
1.0,1.0,1.0,0.8915254237288136
1.0,1.0,1.0,0.9118644067796611
1.0,1.0,1.0,0.9525423728813559
1.0,1.0,1.0,0.9016949152542373
1.0,1.0,1.0,0.8169491525423729
0.9411764705882353,1.0,0.9696969696969697,0.9525423728813559
1.0,0.9375,0.967741935483871,0.9322033898305084
0.9375,0.9375,0.9375,0.9389830508474576
0.9411764705882353,1.0,0.9696969696969697,0.888135593220339
1.0,1.0,1.0,0.7627118644067796
1.0,0.9375,0.967741935483871,0.8440677966101695
1.0,1.0,1.0,0.8677966101694915
0.9411764705882353,1.0,0.9696969696969697,0.9016949152542373
1.0,1.0,1.0,0.9491525423728814
1.0,0.9375,0.967741935483871,0.7830508474576271
1.0,0.9375,0.967741935483871,0.8847457627118644
0.9411764705882353,1.0,0.9696969696969697,0.9627118644067797
1.0,1.0,1.0,0.8508474576271187
1.0,1.0,1.0,0.888135593220339
1.0,1.0,1.0,0.8576271186440678
1.0,0.9375,0.967741935483871,0.9050847457627118
1.0,0.9375,0.967741935483871,0.7220338983050847
0.8888888888888888,1.0,0.9411764705882353,0.8983050847457628
