,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36
G_base,0,79.0,75.0,146.0,213.0,50.0,62.0,15.0,75.0,40.0,50.0,191.0,54.0,98.0,25.0,35.0,75.0,75.0,98.0,266.0,219.0,50.0,25.0,54.0,50.0,150.0,238.0,67.0,216.0,230.0,141.0,171.0,239.0,143.0,62.0,183.0,1092.0
