,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,410.0,446.0,311.0,32.0,409.0,288.0,82.0,114.0,89.0,296.0,468.0,78.0,108.0,74.0,225.0,61.0,309.0,252.0,46.0,294.0,111.0,161.0,122.0,202.0,38.0,96.0,80.0,62.0,99.0,223.0,408.0,154.0,60.0,298.0,95.0,73.0,546.0,215.0,134.0,234.0,266.0,98.0,56.0,90.0,17.0,151.0,94.0,153.0,252.0,104.0,1160.0
G_1,410.0,0.0,60.0,709.0,419.0,20.0,693.0,474.0,512.0,331.0,693.0,873.0,353.0,339.0,473.0,630.0,453.0,122.0,176.0,435.0,142.0,313.0,278.0,518.0,245.0,434.0,337.0,475.0,376.0,339.0,219.0,811.0,272.0,378.0,151.0,498.0,473.0,155.0,221.0,538.0,198.0,669.0,338.0,456.0,333.0,412.0,551.0,493.0,550.0,654.0,337.0,760.0
G_2,446.0,60.0,0.0,745.0,450.0,57.0,726.0,511.0,551.0,365.0,728.0,905.0,395.0,375.0,512.0,669.0,489.0,157.0,208.0,469.0,183.0,347.0,312.0,555.0,280.0,468.0,372.0,515.0,413.0,368.0,259.0,846.0,310.0,412.0,176.0,532.0,506.0,118.0,260.0,573.0,237.0,706.0,375.0,493.0,366.0,453.0,589.0,530.0,586.0,691.0,375.0,720.0
G_3,311.0,709.0,745.0,0.0,313.0,709.0,42.0,261.0,220.0,391.0,50.0,186.0,374.0,398.0,259.0,101.0,278.0,612.0,552.0,297.0,595.0,415.0,453.0,223.0,494.0,296.0,396.0,257.0,360.0,398.0,513.0,126.0,453.0,356.0,598.0,235.0,257.0,846.0,515.0,200.0,533.0,66.0,399.0,275.0,393.0,318.0,180.0,236.0,180.0,93.0,400.0,1460.0
G_4,32.0,419.0,450.0,313.0,0.0,412.0,299.0,94.0,126.0,107.0,298.0,482.0,80.0,103.0,89.0,244.0,69.0,321.0,263.0,44.0,299.0,126.0,159.0,127.0,204.0,48.0,107.0,83.0,70.0,103.0,220.0,422.0,160.0,61.0,305.0,104.0,91.0,552.0,219.0,148.0,243.0,284.0,105.0,77.0,107.0,36.0,166.0,104.0,158.0,274.0,107.0,1160.0
G_5,409.0,20.0,57.0,709.0,412.0,0.0,690.0,474.0,508.0,335.0,688.0,873.0,354.0,329.0,474.0,632.0,451.0,118.0,175.0,436.0,132.0,315.0,277.0,516.0,243.0,429.0,334.0,470.0,373.0,335.0,218.0,810.0,272.0,378.0,139.0,495.0,471.0,158.0,221.0,532.0,192.0,670.0,335.0,461.0,333.0,416.0,551.0,494.0,552.0,656.0,335.0,760.0
G_6,288.0,693.0,726.0,42.0,299.0,690.0,0.0,241.0,202.0,372.0,30.0,204.0,352.0,381.0,240.0,78.0,258.0,590.0,532.0,282.0,575.0,390.0,442.0,200.0,474.0,275.0,372.0,240.0,339.0,370.0,499.0,140.0,437.0,339.0,572.0,215.0,237.0,825.0,494.0,180.0,516.0,44.0,376.0,256.0,374.0,299.0,159.0,220.0,157.0,62.0,378.0,1440.0
G_7,82.0,474.0,511.0,261.0,94.0,474.0,241.0,0.0,69.0,162.0,251.0,416.0,147.0,172.0,23.0,178.0,50.0,372.0,316.0,66.0,358.0,182.0,222.0,72.0,264.0,65.0,160.0,37.0,125.0,159.0,278.0,364.0,219.0,126.0,356.0,50.0,30.0,608.0,278.0,91.0,302.0,220.0,158.0,48.0,163.0,89.0,108.0,48.0,107.0,206.0,162.0,1220.0
G_8,114.0,512.0,551.0,220.0,126.0,508.0,202.0,69.0,0.0,199.0,203.0,373.0,181.0,203.0,58.0,136.0,82.0,415.0,358.0,98.0,393.0,215.0,265.0,27.0,298.0,102.0,194.0,59.0,165.0,197.0,321.0,317.0,258.0,161.0,394.0,40.0,63.0,651.0,313.0,41.0,336.0,179.0,193.0,87.0,200.0,124.0,61.0,41.0,63.0,165.0,196.0,1260.0
G_9,89.0,331.0,365.0,391.0,107.0,335.0,372.0,162.0,199.0,0.0,375.0,547.0,42.0,30.0,158.0,310.0,143.0,239.0,177.0,121.0,220.0,37.0,87.0,206.0,129.0,116.0,30.0,157.0,66.0,31.0,151.0,493.0,76.0,63.0,226.0,175.0,154.0,468.0,139.0,215.0,159.0,350.0,28.0,138.0,9.0,100.0,230.0,173.0,232.0,335.0,34.0,1080.0
