Precision,Recall,F1-score,SDTED
0.7916666666666666,0.76,0.7755102040816326,0.941845243866964
0.8260869565217391,0.76,0.7916666666666667,0.9040046543197906
0.7407407407407407,0.8,0.7692307692307692,0.7773683700184233
0.7777777777777778,0.84,0.8076923076923077,0.8312081838456318
0.8636363636363636,0.76,0.8085106382978724,0.8854843401532047
0.875,0.84,0.8571428571428572,0.9952487152138079
0.8,0.8,0.8000000000000002,0.9776738097546785
0.8333333333333334,0.8,0.816326530612245,0.9774798797634054
0.8333333333333334,0.8,0.816326530612245,0.8507708717153107
0.8148148148148148,0.88,0.8461538461538461,0.869679045864443
0.92,0.92,0.92,0.9776010860079511
0.8695652173913043,0.8,0.8333333333333333,0.9028410743721517
0.8076923076923077,0.84,0.8235294117647058,0.9597352855619121
0.8461538461538461,0.88,0.8627450980392156,0.9058712304857947
0.8260869565217391,0.76,0.7916666666666667,0.9947154077378066
1.0,0.92,0.9583333333333334,0.904925821778338
0.8333333333333334,0.8,0.816326530612245,0.8689275671482595
0.92,0.92,0.92,0.9780616697372249
0.8333333333333334,0.8,0.816326530612245,0.9784010472219529
0.875,0.84,0.8571428571428572,0.9777707747503152
