Precision,Recall,F1-score,SDTED
1.0,0.96,0.9795918367346939,0.9541088580576307
1.0,0.96,0.9795918367346939,0.9466382070437567
1.0,1.0,1.0,0.991462113127001
1.0,1.0,1.0,0.9861259338313767
0.9615384615384616,1.0,0.9803921568627451,0.9637139807897546
1.0,1.0,1.0,1.0
0.9615384615384616,1.0,0.9803921568627451,0.9637139807897546
1.0,1.0,1.0,0.9775880469583778
1.0,1.0,1.0,0.9754535752401281
1.0,0.96,0.9795918367346939,0.9541088580576307
1.0,1.0,1.0,0.8729989327641409
1.0,1.0,1.0,0.9957310565635006
1.0,1.0,1.0,0.9039487726787621
1.0,1.0,1.0,0.9786552828175027
1.0,1.0,1.0,0.9434364994663821
1.0,1.0,1.0,0.8303094983991463
1.0,1.0,1.0,0.9957310565635006
1.0,1.0,1.0,0.9381003201707577
1.0,0.96,0.9795918367346939,0.9882604055496265
1.0,1.0,1.0,0.8943436499466382
0.9615384615384616,1.0,0.9803921568627451,0.9882604055496265
1.0,1.0,1.0,0.9903948772678762
1.0,0.96,0.9795918367346939,0.7417289220917822
1.0,1.0,1.0,0.9487726787620064
1.0,1.0,1.0,0.9754535752401281
1.0,0.96,0.9795918367346939,0.928495197438634
1.0,0.96,0.9795918367346939,0.9114194236926361
1.0,1.0,1.0,0.9818569903948773
1.0,1.0,1.0,0.9082177161152615
0.9615384615384616,1.0,0.9803921568627451,0.9882604055496265
1.0,1.0,1.0,0.9498399146211313
1.0,1.0,1.0,0.8580576307363927
0.9615384615384616,1.0,0.9803921568627451,0.9807897545357525
1.0,1.0,1.0,0.8943436499466382
1.0,1.0,1.0,0.9434364994663821
1.0,1.0,1.0,0.991462113127001
1.0,1.0,1.0,0.967982924226254
1.0,1.0,1.0,0.9754535752401281
1.0,1.0,1.0,0.9786552828175027
0.9615384615384616,1.0,0.9803921568627451,0.9711846318036286
1.0,0.96,0.9795918367346939,0.9541088580576307
1.0,1.0,1.0,0.9583778014941302
0.9615384615384616,1.0,0.9803921568627451,0.9637139807897546
1.0,0.96,0.9795918367346939,0.7417289220917822
0.9615384615384616,1.0,0.9803921568627451,0.9754535752401281
1.0,1.0,1.0,0.8708644610458911
1.0,0.96,0.9795918367346939,0.9882604055496265
1.0,1.0,1.0,0.9370330843116329
1.0,1.0,1.0,0.9423692636072571
1.0,1.0,1.0,0.9989327641408752
1.0,1.0,1.0,0.9423692636072571
1.0,1.0,1.0,0.9775880469583778
0.9615384615384616,1.0,0.9803921568627451,0.9807897545357525
1.0,0.96,0.9795918367346939,0.9669156883671292
1.0,0.96,0.9795918367346939,0.9882604055496265
1.0,1.0,1.0,0.8303094983991463
1.0,0.96,0.9795918367346939,0.928495197438634
1.0,0.96,0.9795918367346939,0.9114194236926361
1.0,0.96,0.9795918367346939,0.8217716115261473
1.0,1.0,1.0,0.9775880469583778
1.0,1.0,1.0,0.9434364994663821
1.0,0.96,0.9795918367346939,0.7972251867662754
1.0,0.96,0.9795918367346939,0.9541088580576307
1.0,0.96,0.9795918367346939,0.9114194236926361
0.9615384615384616,1.0,0.9803921568627451,0.9754535752401281
1.0,1.0,1.0,0.9871931696905016
1.0,1.0,1.0,0.9274279615795091
1.0,1.0,1.0,0.9957310565635006
1.0,1.0,1.0,0.9669156883671292
1.0,1.0,1.0,0.9893276414087513
1.0,0.96,0.9795918367346939,0.9541088580576307
1.0,1.0,1.0,0.9381003201707577
1.0,1.0,1.0,0.8900747065101388
1.0,1.0,1.0,0.8708644610458911
1.0,0.96,0.9795918367346939,0.7417289220917822
0.9615384615384616,1.0,0.9803921568627451,0.9786552828175027
1.0,1.0,1.0,0.9423692636072571
1.0,1.0,1.0,0.9146211312700107
0.9615384615384616,1.0,0.9803921568627451,0.9754535752401281
1.0,1.0,1.0,0.9381003201707577
0.9615384615384616,1.0,0.9803921568627451,0.9669156883671292
0.9615384615384616,1.0,0.9803921568627451,0.9743863393810032
0.9615384615384616,1.0,0.9803921568627451,0.9882604055496265
1.0,1.0,1.0,0.9893276414087513
1.0,1.0,1.0,0.9402347918890075
1.0,1.0,1.0,0.8601921024546425
1.0,0.96,0.9795918367346939,0.9882604055496265
0.9615384615384616,1.0,0.9803921568627451,0.9711846318036286
1.0,0.96,0.9795918367346939,0.7417289220917822
0.9615384615384616,1.0,0.9803921568627451,0.9882604055496265
1.0,1.0,1.0,0.9327641408751334
1.0,0.96,0.9795918367346939,0.9402347918890075
1.0,0.96,0.9795918367346939,0.9583778014941302
1.0,1.0,1.0,0.9327641408751334
1.0,1.0,1.0,0.9327641408751334
0.9615384615384616,1.0,0.9803921568627451,0.9882604055496265
0.9615384615384616,1.0,0.9803921568627451,0.9882604055496265
1.0,1.0,1.0,0.9743863393810032
0.9615384615384616,1.0,0.9803921568627451,0.9807897545357525
1.0,1.0,1.0,0.9423692636072571
