,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,79.0,45.0,104.0,629.0,140.0,150.0,108.0,237.0,291.0,46.0,152.0,177.0,100.0,237.0,470.0,175.0,455.0,227.0,18.0,268.0,42.0,84.0,192.0,430.0,358.0,63.0,390.0,277.0,239.0,256.0,309.0,290.0,198.0,166.0,124.0,85.0,195.0,80.0,237.0,176.0,315.0,174.0,214.0,137.0,60.0,107.0,258.0,297.0,145.0,254.0,1160.0
G_1,79.0,0.0,118.0,159.0,569.0,88.0,220.0,58.0,184.0,242.0,115.0,204.0,123.0,157.0,300.0,421.0,244.0,398.0,172.0,86.0,216.0,103.0,36.0,146.0,380.0,301.0,54.0,346.0,335.0,185.0,208.0,268.0,358.0,149.0,218.0,75.0,37.0,266.0,146.0,193.0,244.0,383.0,121.0,278.0,195.0,129.0,60.0,214.0,362.0,100.0,323.0,1100.0
G_2,45.0,118.0,0.0,92.0,658.0,160.0,126.0,127.0,258.0,316.0,22.0,135.0,200.0,91.0,227.0,494.0,165.0,484.0,238.0,50.0,290.0,33.0,103.0,220.0,455.0,381.0,85.0,417.0,277.0,263.0,280.0,334.0,281.0,218.0,153.0,148.0,106.0,183.0,76.0,250.0,168.0,306.0,199.0,208.0,116.0,53.0,125.0,282.0,290.0,165.0,242.0,1180.0
G_3,104.0,159.0,92.0,0.0,714.0,221.0,78.0,181.0,321.0,378.0,87.0,72.0,259.0,27.0,165.0,553.0,111.0,537.0,301.0,105.0,351.0,83.0,167.0,283.0,514.0,443.0,143.0,474.0,205.0,321.0,345.0,403.0,223.0,278.0,90.0,211.0,168.0,128.0,51.0,322.0,111.0,247.0,254.0,147.0,49.0,70.0,193.0,347.0,228.0,227.0,188.0,1240.0
G_4,629.0,569.0,658.0,714.0,0.0,513.0,759.0,560.0,418.0,356.0,656.0,758.0,480.0,709.0,852.0,188.0,791.0,198.0,436.0,635.0,393.0,654.0,576.0,452.0,220.0,300.0,596.0,262.0,891.0,421.0,395.0,337.0,912.0,457.0,771.0,535.0,575.0,814.0,692.0,421.0,793.0,934.0,471.0,834.0,736.0,670.0,557.0,395.0,911.0,515.0,873.0,540.0
G_5,140.0,88.0,160.0,221.0,513.0,0.0,270.0,63.0,126.0,180.0,163.0,272.0,67.0,225.0,359.0,355.0,300.0,339.0,103.0,144.0,149.0,160.0,89.0,85.0,319.0,243.0,106.0,278.0,402.0,130.0,142.0,199.0,413.0,76.0,278.0,54.0,91.0,317.0,203.0,122.0,300.0,439.0,65.0,343.0,246.0,184.0,71.0,142.0,428.0,32.0,380.0,1040.0
G_6,150.0,220.0,126.0,78.0,759.0,270.0,0.0,228.0,365.0,422.0,125.0,39.0,305.0,81.0,134.0,597.0,69.0,585.0,348.0,146.0,388.0,133.0,201.0,326.0,553.0,486.0,192.0,516.0,180.0,361.0,382.0,442.0,194.0,320.0,62.0,246.0,210.0,88.0,100.0,363.0,78.0,208.0,298.0,111.0,54.0,112.0,232.0,387.0,188.0,267.0,146.0,1280.0
G_7,108.0,58.0,127.0,181.0,560.0,63.0,228.0,0.0,168.0,224.0,123.0,226.0,108.0,189.0,320.0,399.0,268.0,383.0,148.0,109.0,191.0,122.0,49.0,128.0,361.0,286.0,67.0,317.0,366.0,166.0,189.0,242.0,378.0,124.0,248.0,60.0,50.0,281.0,166.0,168.0,263.0,401.0,103.0,311.0,207.0,151.0,39.0,183.0,391.0,74.0,339.0,1080.0
G_8,237.0,184.0,258.0,321.0,418.0,126.0,365.0,168.0,0.0,80.0,262.0,369.0,84.0,319.0,461.0,257.0,397.0,242.0,50.0,244.0,49.0,254.0,185.0,70.0,224.0,139.0,203.0,181.0,500.0,25.0,48.0,101.0,517.0,69.0,385.0,146.0,183.0,416.0,299.0,23.0,402.0,538.0,77.0,441.0,347.0,283.0,165.0,51.0,521.0,125.0,473.0,940.0
G_9,291.0,242.0,316.0,378.0,356.0,180.0,422.0,224.0,80.0,0.0,314.0,425.0,136.0,375.0,519.0,199.0,458.0,175.0,104.0,296.0,72.0,313.0,245.0,121.0,156.0,84.0,261.0,115.0,558.0,86.0,69.0,41.0,577.0,125.0,437.0,202.0,241.0,480.0,355.0,82.0,457.0,592.0,140.0,493.0,401.0,337.0,221.0,63.0,581.0,178.0,533.0,880.0
