,G_base,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,G_50,G_51
G_base,0.0,204.0,63.0,82.0,105.0,488.0,83.0,94.0,355.0,51.0,403.0,113.0,102.0,155.0,64.0,138.0,63.0,241.0,215.0,242.0,469.0,95.0,48.0,177.0,537.0,221.0,274.0,256.0,133.0,172.0,283.0,329.0,25.0,57.0,74.0,99.0,101.0,333.0,253.0,59.0,451.0,27.0,213.0,389.0,19.0,150.0,129.0,396.0,43.0,334.0,354.0,1160.0
G_1,204.0,0.0,242.0,147.0,121.0,326.0,261.0,264.0,545.0,227.0,231.0,103.0,133.0,341.0,238.0,94.0,244.0,418.0,57.0,415.0,300.0,143.0,225.0,360.0,714.0,399.0,458.0,87.0,317.0,50.0,458.0,161.0,207.0,242.0,165.0,290.0,137.0,168.0,97.0,164.0,279.0,210.0,49.0,230.0,199.0,341.0,109.0,237.0,223.0,165.0,190.0,980.0
G_2,63.0,242.0,0.0,128.0,141.0,527.0,47.0,57.0,321.0,48.0,445.0,163.0,142.0,124.0,33.0,185.0,27.0,210.0,260.0,211.0,517.0,125.0,48.0,144.0,509.0,191.0,237.0,300.0,100.0,220.0,249.0,375.0,69.0,31.0,111.0,68.0,149.0,374.0,303.0,98.0,498.0,61.0,250.0,437.0,66.0,127.0,168.0,432.0,48.0,379.0,399.0,1200.0
G_3,82.0,147.0,128.0,0.0,46.0,438.0,148.0,146.0,421.0,112.0,348.0,63.0,48.0,216.0,127.0,86.0,123.0,309.0,164.0,313.0,417.0,37.0,113.0,242.0,597.0,286.0,341.0,203.0,199.0,123.0,341.0,275.0,89.0,126.0,54.0,163.0,50.0,285.0,196.0,42.0,394.0,82.0,162.0,341.0,88.0,214.0,66.0,340.0,101.0,281.0,299.0,1100.0
G_4,105.0,121.0,141.0,46.0,0.0,410.0,168.0,160.0,445.0,125.0,322.0,47.0,37.0,246.0,149.0,71.0,144.0,322.0,144.0,323.0,399.0,46.0,117.0,256.0,620.0,303.0,360.0,176.0,222.0,109.0,364.0,258.0,113.0,136.0,69.0,186.0,34.0,262.0,187.0,61.0,381.0,108.0,141.0,323.0,104.0,242.0,46.0,325.0,126.0,267.0,284.0,1080.0
G_5,488.0,326.0,527.0,438.0,410.0,0.0,555.0,552.0,828.0,507.0,122.0,395.0,416.0,635.0,539.0,370.0,531.0,714.0,299.0,714.0,48.0,431.0,514.0,649.0,1017.0,694.0,749.0,256.0,609.0,333.0,756.0,176.0,494.0,530.0,456.0,570.0,416.0,180.0,257.0,447.0,63.0,496.0,294.0,116.0,491.0,627.0,395.0,117.0,516.0,181.0,159.0,680.0
G_6,83.0,261.0,47.0,148.0,168.0,555.0,0.0,35.0,309.0,70.0,468.0,183.0,166.0,101.0,49.0,202.0,44.0,195.0,285.0,192.0,537.0,147.0,72.0,128.0,482.0,171.0,223.0,325.0,84.0,244.0,225.0,391.0,92.0,50.0,130.0,47.0,169.0,397.0,323.0,126.0,518.0,91.0,275.0,457.0,87.0,108.0,194.0,459.0,65.0,403.0,425.0,1220.0
G_7,94.0,264.0,57.0,146.0,160.0,552.0,35.0,0.0,311.0,75.0,468.0,193.0,172.0,114.0,60.0,206.0,52.0,196.0,289.0,202.0,537.0,142.0,76.0,138.0,484.0,172.0,227.0,324.0,96.0,248.0,225.0,400.0,103.0,54.0,125.0,59.0,180.0,406.0,324.0,123.0,516.0,98.0,282.0,462.0,93.0,114.0,184.0,456.0,70.0,406.0,426.0,1220.0
G_8,355.0,545.0,321.0,421.0,445.0,828.0,309.0,311.0,0.0,351.0,746.0,462.0,441.0,224.0,326.0,485.0,326.0,155.0,549.0,156.0,808.0,424.0,342.0,210.0,218.0,173.0,102.0,595.0,240.0,522.0,120.0,674.0,370.0,326.0,406.0,283.0,438.0,676.0,598.0,394.0,792.0,360.0,559.0,734.0,363.0,218.0,455.0,724.0,342.0,672.0,695.0,1500.0
G_9,51.0,227.0,48.0,112.0,125.0,507.0,70.0,75.0,351.0,0.0,420.0,146.0,132.0,153.0,44.0,165.0,50.0,223.0,252.0,225.0,500.0,111.0,31.0,159.0,532.0,210.0,263.0,288.0,131.0,200.0,268.0,361.0,51.0,49.0,93.0,93.0,130.0,364.0,285.0,90.0,478.0,55.0,242.0,421.0,49.0,148.0,152.0,423.0,36.0,365.0,380.0,1180.0
